"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade"
"6226","Sylvilagus transitionalis",393434,"Leporidae","Lagomorpha",656.7,1,"Yes",41.774061,"Vulnerable","food_human","handicrafts_jewellery","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.8643752259364,42.4843927959774,"Wild","","Euarchontoglires"
"6227","Sylvilagus valenciae",7654359,"Leporidae","Lagomorpha",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6228","Sylvilagus varynaensis",3611219,"Leporidae","Lagomorpha",1218.45,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6229","Sylvisorex camerunensis",3614488,"Soricidae","Eulipotyphla",5.83,0,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6230","Sylvisorex gemmeus",7656643,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6231","Sylvisorex howelli",587058,"Soricidae","Soricomorpha",4.32,1,"Yes",-6.388889,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6658506216973,-5.66996720456175,"Wild","","Laurasiatheria"
"6232","Sylvisorex isabellae",3614489,"Soricidae","Eulipotyphla",9.99,2,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6233","Sylvisorex johnstoni",1005591,"Soricidae","Soricomorpha",3.17,1,"Yes",0.583,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4442637652691,0.333805934433797,"Wild","","Laurasiatheria"
"6234","Sylvisorex konganensis",3614485,"Soricidae","Soricomorpha",5.15,1,"Yes",2.78,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,"Wild","","Laurasiatheria"
"6235","Sylvisorex lunaris",587055,"Soricidae","Soricomorpha",18.5,1,"Yes",-1.0667,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4998475364507,-0.501163013132498,"Wild","","Laurasiatheria"
"6236","Sylvisorex morio",3614490,"Soricidae","Soricomorpha",9.99,2,"Yes",4.2,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,"Wild","","Laurasiatheria"
"6237","Sylvisorex ollula",535656,"Soricidae","Soricomorpha",13.2,1,"Yes",0.3234,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3336043520963,-1.66771894838851,"Wild","","Laurasiatheria"
"6238","Sylvisorex oriundus",3614487,"Soricidae","Eulipotyphla",9.99,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6239","Sylvisorex pluvialis",3614486,"Soricidae","Eulipotyphla",5.83,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"6240","Sylvisorex vulcanorum",98831,"Soricidae","Soricomorpha",3.5,1,"Yes",-2.27114,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4998475364507,-0.501163013132498,"Wild","","Laurasiatheria"
"6241","Synaptomys borealis",910193,"Cricetidae","Rodentia",21.3,1,"Yes",62.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-142.695361724865,62.6194344143482,"Wild","","Euarchontoglires"
"6242","Synaptomys cooperi",688240,"Cricetidae","Rodentia",31.92,1,"Yes",39.4973942113827,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.5244815572459,43.6938670509009,"Wild","","Euarchontoglires"
"6243","Syntheosciurus brochus",902076,"Sciuridae","Rodentia",132.84,1,"Yes",10.1468635,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.9999999999997,9.00138234307658,"Wild","","Euarchontoglires"
"6244","Syntheosciurus poasensis",7654927,"Sciuridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"6245","Tachyoryctes ankoliae",3608566,"Spalacidae","Rodentia",309.95,0,"Yes",-2.23954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,-2.00121958443328,"Wild","","Euarchontoglires"
"6246","Tachyoryctes annectens",3608571,"Spalacidae","Rodentia",309.95,0,"Yes",-0.733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,-1,"Wild","","Euarchontoglires"
"6247","Tachyoryctes audax",3608567,"Spalacidae","Rodentia",235,1,"Yes",-0.41667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,-1,"Wild","","Euarchontoglires"
"6248","Tachyoryctes daemon",3608572,"Spalacidae","Rodentia",309.95,0,"Yes",-3.1719085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4998467915453,-3.00320524155362,"Wild","","Euarchontoglires"
"6249","Tachyoryctes ibeanus",3608561,"Spalacidae","Rodentia",309.95,0,"Yes",-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,-1.00015234351659,"Wild","","Euarchontoglires"
"6250","Tachyoryctes macrocephalus",3608569,"Spalacidae","Rodentia",596.99,1,"Yes",6.878137,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,8.00490832203992,"Wild","","Euarchontoglires"
"6251","Tachyoryctes naivashae",3608568,"Spalacidae","Rodentia",309.95,0,"Yes",-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,-1,"Wild","","Euarchontoglires"
"6252","Tachyoryctes rex",3608564,"Spalacidae","Rodentia",309.95,0,"Yes",-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3333333333333,-0.333399165236327,"Wild","","Euarchontoglires"
"6253","Tachyoryctes ruandae",3608570,"Spalacidae","Rodentia",309.95,0,"Yes",-1.3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4998475364507,-1.00106754317189,"Wild","","Euarchontoglires"
"6254","Tachyoryctes ruddi",3608573,"Spalacidae","Rodentia",309.95,0,"Yes",1.016667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6666666666667,-0.333399165236327,"Wild","","Euarchontoglires"
