"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","logh","logh1","logmass","x","y","status","domestication","clade"
"74","Aethomys stannarius","stannarius","Aethomys",1,7,1,1,0,16,1,0.062,0,0,3608717,"Muridae","Rodentia",82.9,2,"Yes",8.8166835,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.91855453055027,15,5.00076357997974,NA,"Wild","Euarchontoglires"
"75","Aethomys thomasi","thomasi","Aethomys",1,7,1,1,0,16,1,0.062,0,0,3608716,"Muridae","Rodentia",84.69,2,"Yes",-11.875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.92783213286658,16.3336288965446,-12.0223050199193,NA,"Wild","Euarchontoglires"
"76","Afrochoerus nicoli","nicoli","Afrochoerus",0,0,0,0,0,NA,0,0,0,0,7655719,"Suidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"77","Ailurops furvus","furvus","Ailurops",0,0,0,0,0,NA,0,0,0,0,7657218,"Phalangeridae","Diprotodontia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Marsupials & monotremes"
"78","Ailurops melanotis","melanotis","Ailurops",2,2,1,2,0,2,1,0.5,0,1,3606934,"Phalangeridae","Diprotodontia",10000,0,"Yes",NA,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,4,NA,NA,NA,"Wild","Marsupials & monotremes"
"79","Ailurops ursinus","ursinus","Ailurops",10,112,7,10,0,27,6,0.222,6,2,193425,"Phalangeridae","Diprotodontia",10000,1,"Yes",1.40516,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,4,122.427874178624,-1.86260510123351,NA,"Wild","Marsupials & monotremes"
"80","Ailurus ochraceus","ochraceus","Ailurus",0,0,0,0,0,NA,0,0,0,0,7655926,"Ailuridae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"81","Akodon aerosus","aerosus","Akodon",4,41,4,4,0,8,4,0.5,2,0,421013,"Cricetidae","Rodentia",60,1,"Yes",-13.100533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.77815125038364,-73.03037165202,-9.86142397653448,"sibling_higher","Wild","Euarchontoglires"
"82","Akodon affinis","affinis","Akodon",2,1,2,2,0,7,1,0.143,0,1,170298,"Cricetidae","Rodentia",24.9,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.39619934709574,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"83","Akodon albiventer","albiventer","Akodon",3,30,3,3,0,19,2,0.105,2,0,299290,"Cricetidae","Rodentia",21.8,1,"Yes",-18.666666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,1.3384564936046,-67.2742230586775,-19.6479622530475,"sibling_higher","Wild","Euarchontoglires"
"84","Akodon arviculoides","arviculoides","Akodon",14,284,9,14,0,56,9,0.161,9,0,7654625,"Cricetidae","Rodentia",NA,NA,"Yes",-23.551621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,1,NA,-45.9999999999998,-23.0037047626266,"sibling_higher","Wild","Euarchontoglires"
"85","Akodon baliolus","baliolus","Akodon",1,14,1,1,0,10,1,0.1,1,0,224511,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"86","Akodon boliviensis","boliviensis","Akodon",16,195,14,15,0,31,7,0.226,4,1,292086,"Cricetidae","Rodentia",27.5,1,"Yes",-16.083334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.903089986991944,1.43933269383026,-67.3712880571585,-18.8172086955634,"sibling_higher","Wild","Euarchontoglires"
"87","Akodon budini","budini","Akodon",4,10,4,4,0,5,2,0.4,0,2,837330,"Cricetidae","Rodentia",26.9,1,"Yes",-24.075002,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,1.42975228000241,-65.0000000000003,-24.0155502468951,"sibling_higher","Wild","Euarchontoglires"
"88","Akodon caenosus","caenosus","Akodon",4,68,4,4,0,16,3,0.188,3,0,694678,"Cricetidae","Rodentia",NA,NA,"Yes",-26.2762,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,NA,-65.5061933915281,-25.5378136454516,"sibling_higher","Wild","Euarchontoglires"
"89","Akodon cursor","cursor","Akodon",68,1259,43,66,2,35,22,0.629,37,3,754322,"Cricetidae","Rodentia",39.85,1,"Yes",-24.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34242268082221,1.36172783601759,1.60042832573213,-51.556042271713,-24.4273609288129,"sibling_higher","Wild","Euarchontoglires"
"90","Akodon dayi","dayi","Akodon",2,19,2,2,0,13,1,0.077,1,0,837345,"Cricetidae","Rodentia",32.5,1,"Yes",-16.799999,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.51188336097887,-64.5032152328736,-16.2677994975824,"sibling_higher","Wild","Euarchontoglires"
"91","Akodon dolores","dolores","Akodon",22,258,20,21,0,45,9,0.2,8,1,817138,"Cricetidae","Rodentia",50.5,1,"Yes",-29.406262,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,1,1.70329137811866,-65.5200049466216,-32.1534069441659,"sibling_higher","Wild","Euarchontoglires"
"92","Akodon fumeus","fumeus","Akodon",1,6,1,1,0,19,1,0.053,0,0,837332,"Cricetidae","Rodentia",22.7,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.35602585719312,-66.1927981965561,-16.2097464630762,"sibling_higher","Wild","Euarchontoglires"
"93","Akodon glaucinus","glaucinus","Akodon",0,0,0,0,0,NA,0,0,0,0,468307,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Euarchontoglires"
"94","Akodon josemariarguedasi","josemariarguedasi","Akodon",0,0,0,0,0,NA,0,0,0,0,6144778,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"95","Akodon juninensis","juninensis","Akodon",0,0,0,0,0,NA,0,0,0,0,292084,"Cricetidae","Rodentia",39,1,"Yes",-11.559115,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.5910646070265,-75.7983153988249,-10.6128805755357,"sibling_higher","Wild","Euarchontoglires"
"96","Akodon kofordi","kofordi","Akodon",0,0,0,0,0,NA,0,0,0,0,292090,"Cricetidae","Rodentia",29.5,1,"Yes",-14.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.46982201597816,-65.9999999999999,-17.0026683611809,"sibling_higher","Wild","Euarchontoglires"
"97","Akodon kotosh","kotosh","Akodon",2,0,2,2,0,1,0,0,0,0,7067232,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"98","Akodon latebricola","latebricola","Akodon",2,15,2,2,0,8,1,0.125,1,0,694987,"Cricetidae","Rodentia",39,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.5910646070265,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"99","Akodon lindberghi","lindberghi","Akodon",11,207,10,10,1,31,8,0.258,6,0,837916,"Cricetidae","Rodentia",26.4,1,"Yes",-15.783334,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.954242509439325,1.42160392686983,-47,-15,"sibling_higher","Wild","Euarchontoglires"
"100","Akodon mimus","mimus","Akodon",1,6,1,1,0,19,1,0.053,0,0,1068786,"Cricetidae","Rodentia",24,1,"Yes",-17.133333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.38021124171161,-66.5952083833377,-16.6074080349395,"sibling_higher","Wild","Euarchontoglires"
"101","Akodon molinae","molinae","Akodon",41,593,31,41,0,52,13,0.25,21,0,224514,"Cricetidae","Rodentia",33,1,"Yes",-34.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.14612803567824,1.51851393987789,-62.9890021541808,-37.4509861147655,"sibling_higher","Wild","Euarchontoglires"
"102","Akodon montensis","montensis","Akodon",103,1389,60,96,5,26,23,0.885,53,5,837919,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2894,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.38021124171161,1.49582175338591,-55.7501937564695,-26.2916640358849,"sibling_higher","Wild","Euarchontoglires"
"103","Akodon mystax","mystax","Akodon",2,50,2,1,1,20,2,0.1,1,0,837918,"Cricetidae","Rodentia",18.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,1.26717172840301,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"104","Akodon neocenus","neocenus","Akodon",1,12,1,1,0,12,1,0.083,1,0,3608361,"Cricetidae","Rodentia",42.4,1,"Yes",-38.0307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.62736585659273,-66.9999999999993,-41.0075873575485,"sibling_higher","Wild","Euarchontoglires"
"105","Akodon orophilus","orophilus","Akodon",7,88,6,7,0,15,5,0.333,3,0,754316,"Cricetidae","Rodentia",39,1,"Yes",-6.7166665,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,1.5910646070265,-76.8050900103908,-8.31115143858142,"sibling_higher","Wild","Euarchontoglires"
"106","Akodon paranaensis","paranaensis","Akodon",17,275,14,17,0,18,12,0.667,12,1,896699,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2812,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.11394335230684,1.49582175338591,-55,-27,"sibling_higher","Wild","Euarchontoglires"
"107","Akodon pervalens","pervalens","Akodon",0,0,0,0,0,NA,0,0,0,0,3608354,"Cricetidae","Rodentia",31.32,0,"Yes",-22.243108,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.49582175338591,-64.0000000000002,-23.0037047626268,"sibling_higher","Wild","Euarchontoglires"
"108","Akodon philipmyersi","philipmyersi","Akodon",1,9,1,1,0,10,1,0.1,0,0,373077,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"109","Akodon polopi","polopi","Akodon",2,40,1,2,0,11,2,0.182,1,0,68879,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"110","Akodon reigi","reigi","Akodon",2,16,2,2,0,8,2,0.25,0,1,896702,"Cricetidae","Rodentia",31.32,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,1.49582175338591,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"111","Akodon sanctipaulensis","sanctipaulensis","Akodon",2,64,2,2,0,31,2,0.065,2,0,3608368,"Cricetidae","Rodentia",27.1,1,"Yes",-24.366667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,1.43296929087441,-46.9999999999998,-24.0155502468949,"sibling_higher","Wild","Euarchontoglires"
"112","Akodon serrensis","serrensis","Akodon",14,280,9,13,1,23,9,0.391,9,0,837921,"Cricetidae","Rodentia",28.3,1,"Yes",-22.8479945,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,1,1.45178643552429,-43.0000000000001,-23.0037047626268,"sibling_higher","Wild","Euarchontoglires"
"113","Akodon siberiae","siberiae","Akodon",0,0,0,0,0,NA,0,0,0,0,360765,"Cricetidae","Rodentia",34.6,1,"Yes",-17.516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.53907609879278,-64.9999999999999,-17.0026683611809,"sibling_higher","Wild","Euarchontoglires"
"114","Akodon simulator","simulator","Akodon",11,120,10,11,0,31,6,0.194,4,0,468305,"Cricetidae","Rodentia",42.5,1,"Yes",-26.463056,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,1.62838893005031,-64.8133685531181,-25.5202615777907,NA,"Wild","Euarchontoglires"
"115","Akodon surdus","surdus","Akodon",1,15,1,1,0,8,1,0.125,1,0,3608367,"Cricetidae","Rodentia",39,1,"Yes",-12.62708,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.5910646070265,-73,-13,"sibling_higher","Wild","Euarchontoglires"
"116","Akodon sylvanus","sylvanus","Akodon",1,37,1,1,0,11,1,0.091,1,0,536358,"Cricetidae","Rodentia",39,1,"Yes",-24.283306,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.5910646070265,-65.0000000000003,-24.0155502468951,"sibling_higher","Wild","Euarchontoglires"
"117","Akodon tartareus","tartareus","Akodon",0,0,0,0,0,NA,0,0,0,0,468309,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Euarchontoglires"
"118","Akodon toba","toba","Akodon",6,50,6,5,0,16,3,0.188,2,2,360763,"Cricetidae","Rodentia",51.2,1,"Yes",-22.35,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,1.70926996097583,-62.2394045378914,-22.8559956493432,"sibling_higher","Wild","Euarchontoglires"
"119","Akodon torques","torques","Akodon",2,5,2,2,0,5,1,0.2,0,1,292096,"Cricetidae","Rodentia",39,1,"Yes",-13.16219,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.5910646070265,-71.4972219223353,-12.506118905678,"sibling_higher","Wild","Euarchontoglires"
"120","Akodon urichi","urichi","Akodon",2,22,2,2,0,50,2,0.04,1,0,360768,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,NA,NA,"sibling_higher","Wild","Euarchontoglires"
"121","Akodon varius","varius","Akodon",6,85,5,6,0,19,5,0.263,3,0,224515,"Cricetidae","Rodentia",40,1,"Yes",-23.2,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,1.60205999132796,-64.0728375333477,-22.2207283772505,NA,"Wild","Euarchontoglires"
"122","Akodon viridescens","viridescens","Akodon",1,3,1,1,0,10,1,0.1,0,0,398446,"Cricetidae","Rodentia",NA,NA,"Yes",-32.937034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,-65,-33,"sibling_higher","Wild","Euarchontoglires"
"123","Alcelaphus bakeri","bakeri","Alcelaphus",0,0,0,0,0,NA,0,0,0,0,7655481,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"124","Alcelaphus caama","caama","Alcelaphus",7,75,7,7,0,26,6,0.231,5,0,989782,"Bovidae","Artiodactyla",176115.97,1,"Yes",-19.1899575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,5.24579873909281,19.4141745679421,-24.6312574657537,NA,"Wild","Laurasiatheria"
"125","Alcelaphus howardi","howardi","Alcelaphus",0,0,0,0,0,NA,0,0,0,0,7655482,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"126","Alcelaphus kattwinkeli","kattwinkeli","Alcelaphus",2,63,2,2,0,26,2,0.077,1,0,6146180,"Bovidae","Artiodactyla",NA,NA,"Yes",-2.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,35,-3,NA,"Wild","Laurasiatheria"
"127","Alcelaphus lichtensteini","lichtensteini","Alcelaphus",3,61,3,3,0,39,3,0.077,2,0,363033,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,NA,NA,NA,NA,"Wild","Laurasiatheria"
"128","Alcelaphus tora","tora","Alcelaphus",0,0,0,0,0,NA,0,0,0,0,7655483,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"129","Alces americanus","americanus","Alces",77,774,48,74,3,41,15,0.366,24,7,196762,"Cervidae","Artiodactyla",541460.44,1,"Yes",59.450001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.20411998265592,5.73356673184349,-144.3480482715,65.110486267245,NA,"Wild","Laurasiatheria"
"130","Alces bedfordiae","bedfordiae","Alces",0,0,0,0,0,NA,0,0,0,0,7655667,"Cervidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"131","Alexandromys mongolicus","mongolicus","Alexandromys",3,68,3,3,0,11,2,0.182,1,1,839865,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,NA,NA,NA,"Wild","Euarchontoglires"
"132","Alexandromys mujanensis","mujanensis","Alexandromys",2,6,2,2,0,6,1,0.167,0,0,7067199,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Euarchontoglires"
"133","Alionycteris paucidentata","paucidentata","Alionycteris",1,14,1,1,0,22,1,0.045,1,0,491371,"Pteropodidae","Chiroptera",16.15,1,"Yes",8.1583,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.20817252666712,125,9,NA,"Wild","Laurasiatheria"
"134","Allactaga balikunica","balikunica","Allactaga",0,0,0,0,0,NA,0,0,0,0,3608063,"Dipodidae","Rodentia",93.08,2,"Yes",43.25015,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.96885637461469,100.000000000001,43.0081393014272,NA,"Wild","Euarchontoglires"
"135","Allactaga bullata","bullata","Allactaga",0,0,0,0,0,NA,0,0,0,0,910642,"Dipodidae","Rodentia",89.35,2,"Yes",43.62437,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.95109455684166,102.636518928886,43.6976614389122,NA,"Wild","Euarchontoglires"
"136","Allactaga euphratica","euphratica","Allactaga",11,114,6,9,2,53,6,0.113,5,1,739520,"Dipodidae","Rodentia",232,1,"Yes",36.683333,"Least Concern","food_animal","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,2.3654879848909,46.1980699628516,37.1254778341391,NA,"Wild","Euarchontoglires"
"137","Allactaga firouzi","firouzi","Allactaga",8,45,5,8,0,12,5,0.417,2,0,739517,"Dipodidae","Rodentia",92.39,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,1.96562496710924,NA,NA,NA,"Wild","Euarchontoglires"
"138","Allactaga hotsoni","hotsoni","Allactaga",3,13,3,3,0,12,1,0.083,1,0,1043408,"Dipodidae","Rodentia",76.5,1,"Yes",31.4235,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.88366143515362,65.6621713765454,29.6851343618564,NA,"Wild","Euarchontoglires"
"139","Allactaga major","major","Allactaga",2,35,2,2,0,19,2,0.105,2,0,852287,"Dipodidae","Rodentia",350,1,"Yes",46.98333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,2.54406804435028,46.9999999999996,43.0081393014265,NA,"Wild","Euarchontoglires"
"140","Allactaga severtzovi","severtzovi","Allactaga",0,0,0,0,0,NA,0,0,0,0,3608064,"Dipodidae","Rodentia",159,1,"Yes",43.84198,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,2.20139712432045,60.9999999999994,43.0081393014265,NA,"Wild","Euarchontoglires"
"141","Allactaga sibirica","sibirica","Allactaga",23,70,16,21,0,61,4,0.066,1,2,814883,"Dipodidae","Rodentia",97.5,1,"Yes",45.53862,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.98900461569854,98.3044493388713,46.6811076391587,NA,"Wild","Euarchontoglires"
"142","Allactaga toussi","toussi","Allactaga",1,5,1,1,0,5,1,0.2,0,0,164964,"Dipodidae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Euarchontoglires"
"143","Allactaga vinogradovi","vinogradovi","Allactaga",0,0,0,0,0,NA,0,0,0,0,3608062,"Dipodidae","Rodentia",90.51,2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.95669656489465,NA,NA,NA,"Wild","Euarchontoglires"
"144","Allactaga williamsi","williamsi","Allactaga",12,75,4,12,0,53,6,0.113,4,0,164961,"Dipodidae","Rodentia",116.74,0,"Yes",38.95,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,2.06721968897414,35,39,NA,"Wild","Euarchontoglires"
"145","Allactodipus bobrinskii","bobrinskii","Allactodipus",0,0,0,0,0,NA,0,0,0,0,85039,"Dipodidae","Rodentia",65.3,1,"Yes",42.5,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.81491318127507,64.0000000000001,43.0081393014269,NA,"Wild","Euarchontoglires"
"146","Allenopithecus nigroviridis","nigroviridis","Allenopithecus",23,554,18,22,1,68,10,0.147,11,2,721471,"Cercopithecidae","Primates",4749.96,1,"Yes",-1.752792,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,3.67668995239278,17,-2.00121958443328,NA,"Wild","Euarchontoglires"
"147","Allocebus trichotis","trichotis","Allocebus",14,200,8,13,0,65,8,0.123,8,3,516007,"Cheirogaleidae","Primates",77.5,1,"Yes",-18.835793,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.954242509439325,1.88930170250631,49,-19,NA,"Wild","Euarchontoglires"
"148","Allochrocebus lhoesti","lhoesti","Allochrocebus",29,880,23,27,1,33,15,0.455,20,3,954691,"Cercopithecidae","Primates",NA,NA,"Yes",-0.3667,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.20411998265592,NA,29.7998048347546,-0.600940784397507,NA,"Wild","Euarchontoglires"
"149","Allochrocebus solatus","solatus","Allochrocebus",22,288,19,19,1,33,9,0.273,9,3,807150,"Cercopithecidae","Primates",NA,NA,"Yes",-0.5,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,1,NA,13,-1,NA,"Wild","Euarchontoglires"
