"","genus_species","species","genus","publications","citations","journals","years_publishing","h","m","i10","h5","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y","clade","logh","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin"
"6165","Reithrodontomys mexicanus","mexicanus","Reithrodontomys",15,312,10,31,9,0.29,8,1,"Cricetidae","Rodentia",682664,16,1,"Yes",16.133889,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-92.0902773254589,16.0421612565068,"Euarchontoglires",0.954242509439325,1,1.20411998265592,1,0,3
"6166","Reithrodontomys microdon","microdon","Reithrodontomys",7,67,6,18,3,0.167,3,1,"Cricetidae","Rodentia",52080,20,1,"Yes",16.813889,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-99.2893415294081,18.7318192978895,"Euarchontoglires",0.477121254719662,0.602059991327962,1.30102999566398,1,0,3
"6167","Reithrodontomys montanus","montanus","Reithrodontomys",14,165,10,38,7,0.184,5,2,"Cricetidae","Rodentia",208412,10.9,1,"Yes",35.919865,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-101.962120259158,36.3028961099218,"Euarchontoglires",0.845098040014257,0.903089986991944,1.03742649794062,1,0,3
"6168","Reithrodontomys musseri","musseri","Reithrodontomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",6144767,NA,NA,"Yes",9.567,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-83,9,"Euarchontoglires",-Inf,0,NA,NA,0,3
"6169","Reithrodontomys paradoxus","paradoxus","Reithrodontomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608375,16.22,2,"Yes",11.182418161095,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-85.9999999999995,11.0016965084063,"Euarchontoglires",-Inf,0,1.21005084987514,NA,0,3
"6170","Reithrodontomys raviventris","raviventris","Reithrodontomys",30,402,19,48,12,0.25,14,3,"Cricetidae","Rodentia",208418,11.05,1,"Yes",38.0209945383172,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-121.406566004863,37.8264910022992,"Euarchontoglires",1.07918124604762,1.11394335230684,1.04336227802113,3,0,3
"6171","Reithrodontomys rodriguezi","rodriguezi","Reithrodontomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608376,19.29,2,"Yes",9.98333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-83,9,"Euarchontoglires",-Inf,0,1.28533222764388,1,0,3
"6172","Reithrodontomys spectabilis","spectabilis","Reithrodontomys",5,64,5,18,4,0.222,2,0,"Cricetidae","Rodentia",222517,20.2,1,"Yes",20.37,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-86.9999999999992,21.0033503084762,"Euarchontoglires",0.602059991327962,0.698970004336019,1.30535136944662,4,0,3
"6173","Reithrodontomys sumichrasti","sumichrasti","Reithrodontomys",15,385,10,31,11,0.355,11,0,"Cricetidae","Rodentia",770864,19,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.04139268515822,1.07918124604762,1.27875360095283,1,0,3
"6174","Reithrodontomys tenuirostris","tenuirostris","Reithrodontomys",2,43,2,18,2,0.111,2,0,"Cricetidae","Rodentia",222514,20,1,"Yes",15.106111,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-91.5037641170038,15.5080556006992,"Euarchontoglires",0.301029995663981,0.477121254719662,1.30102999566398,3,0,3
"6175","Reithrodontomys zacatecae","zacatecae","Reithrodontomys",2,56,2,20,2,0.1,2,0,"Cricetidae","Rodentia",208416,14.49,2,"Yes",23.820833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-105.020756423282,24.0467323231875,"Euarchontoglires",0.301029995663981,0.477121254719662,1.16106838547117,1,0,3
"6176","Reithrodon typicus","typicus","Reithrodon",1,4,1,33,1,0.03,0,0,"Cricetidae","Rodentia",3608350,70.85,0,"Yes",-33.883335,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-64.9999999999999,-39.0070679488902,"Euarchontoglires",0,0.301029995663981,1.85033985458348,1,0,3
"6177","Rhabdomys bechuanae","bechuanae","Rhabdomys",2,18,2,6,1,0.167,1,0,"Muridae","Rodentia",7067468,NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,NA,1,0,3
"6178","Rhabdomys dilectus","dilectus","Rhabdomys",27,221,19,18,8,0.444,7,5,"Muridae","Rodentia",224251,41.12,0,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.903089986991944,0.954242509439325,1.61405310598722,1,0,3
"6179","Rhabdomys pumilio","pumilio","Rhabdomys",230,4592,96,61,37,0.607,134,7,"Muridae","Rodentia",386299,41.12,1,"Yes",-26.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,22.0481545845699,-26.9967328801629,"Euarchontoglires",1.56820172406699,1.57978359661681,1.61405310598722,1,0,3
"6180","Rhagomys longilingua","longilingua","Rhagomys",1,6,1,4,1,0.25,0,1,"Cricetidae","Rodentia",494901,21.2,0,"Yes",-13.100533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-67,-17.0026683611809,"Euarchontoglires",0,0.301029995663981,1.32633586092875,1,0,3
"6181","Rhagomys rufescens","rufescens","Rhagomys",7,72,6,17,4,0.235,3,0,"Cricetidae","Rodentia",267561,21.2,1,"Yes",-21.967778,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-49.0000000000002,-25.0040698859441,"Euarchontoglires",0.602059991327962,0.698970004336019,1.32633586092875,2,0,3
"6182","Rheithrosciurus macrotis","macrotis","Rheithrosciurus",3,60,3,15,3,0.2,2,1,"Sciuridae","Rodentia",477824,1225,1,"Yes",3.75,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,117,6.00367070586001,"Euarchontoglires",0.477121254719662,0.602059991327962,3.08813608870055,2,1,3
"6183","Rheomys mexicanus","mexicanus","Rheomys",2,7,1,18,1,0.056,0,1,"Cricetidae","Rodentia",3608223,40,1,"Yes",16.391667,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-96.3358593402246,17.6770183483974,"Euarchontoglires",0,0.301029995663981,1.60205999132796,3,0,3
"6184","Rheomys raptor","raptor","Rheomys",1,6,1,20,1,0.05,0,0,"Cricetidae","Rodentia",38053,38,1,"Yes",9.52884,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-82.9999999999997,9.00138234307658,"Euarchontoglires",0,0.301029995663981,1.57978359661681,1,0,3
"6185","Rheomys thomasi","thomasi","Rheomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",1027423,40,1,"Yes",13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-88.9999999999994,14.0087077749103,"Euarchontoglires",-Inf,0,1.60205999132796,NA,0,3
"6186","Rheomys underwoodi","underwoodi","Rheomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608222,41.85,2,"Yes",8.9139,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-82.9999999999997,9.00138234307658,"Euarchontoglires",-Inf,0,1.62169546232928,1,0,3
"6187","Rhinoceros morgani","morgani","Rhinoceros",0,0,0,NA,0,0,0,0,"Rhinocerotidae","Perissodactyla",7656887,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6188","Rhinoceros sondaicus","sondaicus","Rhinoceros",53,571,39,75,14,0.187,14,3,"Rhinocerotidae","Perissodactyla",668145,1750000,1,NA,NA,"Critically Endangered","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.14612803567824,1.17609125905568,6.24303804868629,4,1,3
"6189","Rhinoceros tichorhinus","tichorhinus","Rhinoceros",2,29,1,126,1,0.008,1,0,"Rhinocerotidae","Perissodactyla",3614780,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,NA,NA,0,3
"6190","Rhinoceros unicornis","unicornis","Rhinoceros",241,3312,133,76,31,0.408,92,7,"Rhinocerotidae","Perissodactyla",1087496,1602333,1,"Yes",27.403612,"Vulnerable","medicine","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,91.4936404185636,26.513895267661,"Laurasiatheria",1.49136169383427,1.50514997831991,6.20475277706271,2,1,3
"6191","Rhinolophus acuminatus","acuminatus","Rhinolophus",6,129,6,39,4,0.103,4,1,"Rhinolophidae","Chiroptera",1094798,12.13,1,"Yes",7.0074305,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,117.575193243557,7.30458172419121,"Laurasiatheria",0.602059991327962,0.698970004336019,1.08386080086657,1,0,3
"6192","Rhinolophus adami","adami","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614107,10.4,2,"Yes",-3.90376,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,15,-3,"Laurasiatheria",-Inf,0,1.01703333929878,NA,0,3
"6193","Rhinolophus affinis","affinis","Rhinolophus",53,1278,48,26,14,0.538,19,7,"Rhinolophidae","Chiroptera",867408,13.63,1,"Yes",12.179,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,101.499078492337,4.75620967498741,"Laurasiatheria",1.14612803567824,1.17609125905568,1.13449585583467,1,0,3
"6194","Rhinolophus alcyone","alcyone","Rhinolophus",1,10,1,5,1,0.2,1,1,"Rhinolophidae","Chiroptera",597927,18.75,1,"Yes",1.787139,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-4.66489243279114,6.67360000831684,"Laurasiatheria",0,0.301029995663981,1.27300127206374,1,1,3
"6195","Rhinolophus andamanensis","andamanensis","Rhinolophus",1,4,1,2,1,0.5,0,1,"Rhinolophidae","Chiroptera",7067812,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,NA,NA,0,3
"6196","Rhinolophus arcuatus","arcuatus","Rhinolophus",10,160,8,33,5,0.152,3,1,"Rhinolophidae","Chiroptera",1052593,8.75,1,"Yes",13.32854,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,123.232965704437,12.7231612090057,"Laurasiatheria",0.698970004336019,0.778151250383644,0.942008053022313,1,1,3
"6197","Rhinolophus barbatus","barbatus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7656392,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6198","Rhinolophus beddomei","beddomei","Rhinolophus",5,51,5,17,2,0.118,2,1,"Rhinolophidae","Chiroptera",994640,10.62,0,"Yes",12.4419845,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,81,8.00490832203993,"Laurasiatheria",0.301029995663981,0.477121254719662,1.02612451674545,1,0,3
"6199","Rhinolophus belligerator","belligerator","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146477,NA,NA,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,3,0,3
"6200","Rhinolophus blasii","blasii","Rhinolophus",23,639,20,66,10,0.152,12,2,"Rhinolophidae","Chiroptera",766065,9.7,1,"Yes",15.383333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,34.4419810666065,-13.6212127296329,"Laurasiatheria",1,1.04139268515822,0.986771734266245,1,0,3
"6201","Rhinolophus blythi","blythi","Rhinolophus",4,35,3,11,3,0.273,2,2,"Rhinolophidae","Chiroptera",914898,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0.477121254719662,0.602059991327962,NA,NA,0,3
"6202","Rhinolophus bocharicus","bocharicus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614099,15.05,1,"Yes",40.14,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,70.0000000000008,41.0075873575492,"Laurasiatheria",-Inf,0,1.17753649992986,1,0,3
"6203","Rhinolophus borneensis","borneensis","Rhinolophus",1,9,1,7,1,0.143,0,0,"Rhinolophidae","Chiroptera",662126,7.9,1,"Yes",2.653333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,115.859486216367,4.14943490442671,"Laurasiatheria",0,0.301029995663981,0.897627091290441,1,0,3
"6204","Rhinolophus canuti","canuti","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614119,10.75,2,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,1.03140846425162,2,0,3
"6205","Rhinolophus capensis","capensis","Rhinolophus",18,273,15,37,10,0.27,10,0,"Rhinolophidae","Chiroptera",787393,12.8,1,"Yes",-31.8593025,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,21.8887559478951,-33.4773990519112,"Laurasiatheria",1,1.04139268515822,1.10720996964787,1,0,3
"6206","Rhinolophus celebensis","celebensis","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",656402,10.4,2,"Yes",-2.0595415,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,119,-3.00045740230188,"Laurasiatheria",-Inf,0,1.01703333929878,1,0,3
"6207","Rhinolophus chaseni","chaseni","Rhinolophus",1,5,1,10,1,0.1,0,0,"Rhinolophidae","Chiroptera",180050,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,NA,NA,0,3
"6208","Rhinolophus chiewkweeae","chiewkweeae","Rhinolophus",3,26,3,8,3,0.375,1,1,"Rhinolophidae","Chiroptera",6146478,NA,NA,"Yes",2.65,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,103,3,"Laurasiatheria",0.477121254719662,0.602059991327962,NA,NA,0,3
"6209","Rhinolophus clivosus","clivosus","Rhinolophus",22,294,14,45,10,0.222,10,3,"Rhinolophidae","Chiroptera",867386,15.66,1,"Yes",1.016667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,36.7138869769956,-0.428903025212422,"Laurasiatheria",1,1.04139268515822,1.19479175772192,1,0,3
"6210","Rhinolophus coelophyllus","coelophyllus","Rhinolophus",4,49,2,17,3,0.176,2,1,"Rhinolophidae","Chiroptera",180053,7.1,1,"Yes",14.63,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,102,19.0030052338495,"Laurasiatheria",0.477121254719662,0.602059991327962,0.851258348719075,1,0,3
"6211","Rhinolophus cognatus","cognatus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614115,10.49,2,"Yes",11.116667,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,92.9999999999999,12.0074234947157,"Laurasiatheria",-Inf,0,1.02077548819356,3,0,3
"6212","Rhinolophus cohenae","cohenae","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146479,NA,NA,"Yes",-25.1737995,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,31,-25,"Laurasiatheria",-Inf,0,NA,2,0,3
"6213","Rhinolophus convexus","convexus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614116,10.62,0,"Yes",4.466667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,101,5,"Laurasiatheria",-Inf,0,1.02612451674545,NA,0,3
"6214","Rhinolophus cornutus","cornutus","Rhinolophus",19,225,17,55,8,0.145,8,1,"Rhinolophidae","Chiroptera",423033,7.2,1,"Yes",35.11111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,139.699475047282,37.4337998334235,"Laurasiatheria",0.903089986991944,0.954242509439325,0.857332496431269,NA,0,3
"6215","Rhinolophus creaghi","creaghi","Rhinolophus",2,102,2,17,2,0.118,2,0,"Rhinolophidae","Chiroptera",215186,12,1,"Yes",5.533,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,119,10.0061581575147,"Laurasiatheria",0.301029995663981,0.477121254719662,1.07918124604762,1,1,3
"6216","Rhinolophus damarensis","damarensis","Rhinolophus",3,26,3,6,2,0.333,1,1,"Rhinolophidae","Chiroptera",5340352,NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","infraspecific",NA,NA,"Laurasiatheria",0.301029995663981,0.477121254719662,NA,1,0,3
"6217","Rhinolophus darlingi","darlingi","Rhinolophus",2,50,2,24,2,0.083,2,0,"Rhinolophidae","Chiroptera",756659,9.45,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0.301029995663981,0.477121254719662,0.975431808509263,1,0,3
"6218","Rhinolophus deckenii","deckenii","Rhinolophus",1,6,1,23,1,0.043,0,0,"Rhinolophidae","Chiroptera",3614097,10.4,2,"Yes",-3.334861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,38.9979653014845,-5.68038367425061,"Laurasiatheria",0,0.301029995663981,1.01703333929878,NA,0,3
"6219","Rhinolophus denti","denti","Rhinolophus",6,41,5,24,3,0.125,1,1,"Rhinolophidae","Chiroptera",759458,6.15,1,"Yes",-20.0333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,16.5001973277686,-21.0234802841859,"Laurasiatheria",0.477121254719662,0.602059991327962,0.788875115775417,1,0,3
"6220","Rhinolophus eloquens","eloquens","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",766060,19.05,1,"Yes",0.25,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,34.8584514943406,-0.716420373910154,"Laurasiatheria",-Inf,0,1.27989498001164,1,0,3
"6221","Rhinolophus euryale","euryale","Rhinolophus",79,1673,50,66,21,0.318,34,5,"Rhinolophidae","Chiroptera",353435,8.15,1,"Yes",42.58262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,2.26017064195242,42.2411880251472,"Laurasiatheria",1.32221929473392,1.34242268082221,0.911157608739977,NA,0,3
"6222","Rhinolophus euryotis","euryotis","Rhinolophus",3,16,3,10,3,0.3,0,0,"Rhinolophidae","Chiroptera",1052591,14.3,1,"Yes",-2.63,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,107,-7.00107163467528,"Laurasiatheria",0.477121254719662,0.602059991327962,1.15533603746506,1,0,3
"6223","Rhinolophus ferrumequinum","ferrumequinum","Rhinolophus",382,7884,208,65,47,0.723,176,12,"Rhinolophidae","Chiroptera",867388,21.06,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.67209785793572,1.68124123737559,1.32345836684947,1,0,3
"6224","Rhinolophus formosae","formosae","Rhinolophus",6,26,5,14,3,0.214,1,1,"Rhinolophidae","Chiroptera",103773,10.62,0,"Yes",24.310986,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,121.000000000001,24.0155502468952,"Laurasiatheria",0.477121254719662,0.602059991327962,1.02612451674545,1,0,3
"6225","Rhinolophus francisi","francisi","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7656393,NA,NA,"Yes",2.191667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,117,5.00076357997975,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6226","Rhinolophus fumigatus","fumigatus","Rhinolophus",2,29,2,24,2,0.083,1,1,"Rhinolophidae","Chiroptera",263942,12.94,1,"Yes",1.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,37.4642654271927,-1.93765122562517,"Laurasiatheria",0.301029995663981,0.477121254719662,1.11193427633268,1,0,3
"6227","Rhinolophus geminus","geminus","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7656394,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6228","Rhinolophus gorongosae","gorongosae","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",7067834,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6229","Rhinolophus guineensis","guineensis","Rhinolophus",2,37,2,18,2,0.111,2,0,"Rhinolophidae","Chiroptera",3614101,9.9,2,"Yes",7.8715,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-8.50015696964766,7.00750955083987,"Laurasiatheria",0.301029995663981,0.477121254719662,0.99563519459755,3,1,3
"6230","Rhinolophus hildebrandti","hildebrandti","Rhinolophus",9,288,9,52,8,0.154,7,2,"Rhinolophidae","Chiroptera",263944,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0.903089986991944,0.954242509439325,NA,NA,0,3
"6231","Rhinolophus hilli","hilli","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",3614098,13.6,1,"Yes",NA,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,1.13353890837022,4,1,3
"6232","Rhinolophus hillorum","hillorum","Rhinolophus",1,19,1,19,1,0.053,1,0,"Rhinolophidae","Chiroptera",3614086,10.62,0,"Yes",7.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-10,7.00107163467525,"Laurasiatheria",0,0.301029995663981,1.02612451674545,NA,0,3
"6233","Rhinolophus hipposideros","hipposideros","Rhinolophus",184,3976,106,73,32,0.438,87,8,"Rhinolophidae","Chiroptera",610867,4.71,1,"Yes",50.08242,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,5.13247177889328,45.1323988913017,"Laurasiatheria",1.50514997831991,1.51851393987789,0.673020907128896,1,0,3
"6234","Rhinolophus horaceki","horaceki","Rhinolophus",0,0,0,NA,0,0,0,0,"Rhinolophidae","Chiroptera",6146480,NA,NA,"Yes",32.701668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,23,33,"Laurasiatheria",-Inf,0,NA,NA,0,3
"6235","Rhinolophus huananus","huananus","Rhinolophus",1,14,1,13,1,0.077,1,0,"Rhinolophidae","Chiroptera",6146481,NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,NA,1,0,3
"6236","Rhinolophus imaizumii","imaizumii","Rhinolophus",1,2,1,9,1,0.111,0,0,"Rhinolophidae","Chiroptera",3614103,10.62,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",0,0.301029995663981,1.02612451674545,NA,0,3
