"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"1613","Funisciurus bayonii","Sciuridae",135,1
"1614","Funisciurus carruthersi","Sciuridae",286,1
"1615","Funisciurus congicus","Sciuridae",112,1
"1616","Funisciurus isabella","Sciuridae",109,1
"1617","Funisciurus lemniscatus","Sciuridae",141,1
"1618","Funisciurus leucogenys","Sciuridae",250,1
"1619","Funisciurus pyrropus","Sciuridae",297,1
"1620","Funisciurus substriatus","Sciuridae",186,1
"1621","Furipterus horrens","Furipteridae",3.18,1
"1622","Galago alleni","Galagidae",260,1
"1623","Galago cameronensis","Galagidae",165.68,0
"1624","Galago demidoff","Galagidae",66.04,1
"1625","Galago gabonensis","Galagidae",165.68,0
"1626","Galago gallarum","Galagidae",250,1
"1627","Galago granti","Galagidae",165.68,0
"1628","Galago matschiei","Galagidae",210,1
"1629","Galago moholi","Galagidae",160,1
"1630","Galago nyasae","Galagidae",165.68,0
"1631","Galago orinus","Galagidae",165.68,0
"1632","Galago rondoensis","Galagidae",165.68,0
"1633","Galago senegalensis","Galagidae",227.67,1
"1634","Galago thomasi","Galagidae",117.35,1
"1635","Galago zanzibaricus","Galagidae",147.35,1
"1636","Galea flavidens","Caviidae",450,1
"1637","Galea musteloides","Caviidae",480,1
"1638","Galea spixii","Caviidae",326.2,1
"1639","Galemys pyrenaicus","Talpidae",60.17,1
"1640","Galenomys garleppi","Cricetidae",59.3,1
"1641","Galeopterus variegates","Cynocephalidae",1112.2,1
"1642","Galerella flavescens","Herpestidae",750,1
"1643","Galerella ochracea","Herpestidae",690.18,0
"1644","Galerella pulverulenta","Herpestidae",797,1
"1645","Galerella sanguinea","Herpestidae",550,1
"1646","Galictis cuja","Mustelidae",1000,1
"1647","Galictis vittata","Mustelidae",3200,1
"1648","Galidia elegans","Eupleridae",800,1
"1649","Galidictis fasciata","Eupleridae",550,1
"1650","Galidictis grandidieri","Eupleridae",1400,1
"1651","Gazella arabica","Bovidae",12000,1
"1652","Gazella bennettii","Bovidae",18916.67,1
"1653","Gazella cuvieri","Bovidae",25000,1
"1654","Gazella dorcas","Bovidae",23000.11,1
"1655","Gazella erlangeri","Bovidae",20360.12,0
"1656","Gazella gazella","Bovidae",22749.93,1
"1657","Gazella leptoceros","Bovidae",22200,1
"1658","Gazella saudiya","Bovidae",16000,1
"1659","Gazella spekei","Bovidae",20000,1
"1660","Gazella subgutturosa","Bovidae",28500,1
"1661","Genetta abyssinica","Viverridae",1649.99,1
"1662","Genetta angolensis","Viverridae",1649.99,1
"1663","Genetta bourloni","Viverridae",1821.97,0
"1664","Genetta cristata","Viverridae",1863.23,1
"1665","Genetta genetta","Viverridae",1800,1
"1666","Genetta johnstoni","Viverridae",2225,1
"1667","Genetta maculata","Viverridae",2225,1
"1668","Genetta pardina","Viverridae",1821.97,0
"1669","Genetta piscivora","Viverridae",1648.05,1
"1670","Genetta poensis","Viverridae",1821.97,0
"1671","Genetta servalina","Viverridae",1054.99,1
"1672","Genetta thierryi","Viverridae",1400.01,1
"1673","Genetta tigrina","Viverridae",2225,1
"1674","Genetta victoriae","Viverridae",2999.99,1
"1675","Geocapromys brownii","Capromyidae",1500,1
"1676","Geocapromys ingrahami","Capromyidae",800,1
"1677","Geocapromys thoracatus","Capromyidae",1500,1
"1678","Geogale aurita","Tenrecidae",7,1
"1679","Geomys arenarius","Geomyidae",206,1
"1680","Geomys attwateri","Geomyidae",144.06,1
"1681","Geomys breviceps","Geomyidae",136.47,1
"1682","Geomys bursarius","Geomyidae",203.75,1
"1683","Geomys knoxjonesi","Geomyidae",172.49,1
"1684","Geomys personatus","Geomyidae",397,1
"1685","Geomys pinetis","Geomyidae",85,1
"1686","Geomys texensis","Geomyidae",189.76,0
"1687","Geomys tropicalis","Geomyidae",350,1
"1688","Georychus capensis","Bathyergidae",232.67,1
"1689","Geoxus valdivianus","Cricetidae",31.5,1
"1690","Gerbilliscus afra","Muridae",92.13,1
"1691","Gerbilliscus boehmi","Muridae",49.36,2
"1692","Gerbilliscus brantsii","Muridae",89.41,1
"1693","Gerbilliscus guineae","Muridae",102.5,1
"1694","Gerbilliscus inclusus","Muridae",118.5,1
"1695","Gerbilliscus kempi","Muridae",100.83,1
"1696","Gerbilliscus leucogaster","Muridae",73.75,1
"1697","Gerbilliscus nigricaudus","Muridae",123,1
"1698","Gerbilliscus phillipsi","Muridae",127.07,1
"1699","Gerbilliscus robustus","Muridae",95.99,1
"1700","Gerbilliscus validus","Muridae",121,1
"1701","Gerbillurus paeba","Muridae",23.3,1
"1702","Gerbillurus setzeri","Muridae",38.3,1
"1703","Gerbillurus tytonis","Muridae",31,1
"1704","Gerbillurus vallinus","Muridae",35.25,1
"1705","Gerbillus acticola","Muridae",33.9,2
"1706","Gerbillus agag","Muridae",23.26,0
"1707","Gerbillus amoenus","Muridae",13.2,1
"1708","Gerbillus andersoni","Muridae",26.87,1
"1709","Gerbillus aquilus","Muridae",36.02,2
"1710","Gerbillus brockmani","Muridae",33.43,2
"1711","Gerbillus burtoni","Muridae",23.26,0
"1712","Gerbillus cheesmani","Muridae",28,1
"1713","Gerbillus dongolanus","Muridae",23.26,0
"1714","Gerbillus dunni","Muridae",34.33,2
"1715","Gerbillus famulus","Muridae",37,1
"1716","Gerbillus floweri","Muridae",34.47,2
"1717","Gerbillus garamantis","Muridae",23.26,0
"1718","Gerbillus gerbillus","Muridae",25.04,1
"1719","Gerbillus gleadowi","Muridae",24,1
"1720","Gerbillus grobbeni","Muridae",35.3,2
"1721","Gerbillus henleyi","Muridae",8,1
"1722","Gerbillus hesperinus","Muridae",36.04,2
"1723","Gerbillus hoogstraali","Muridae",35.83,2
"1724","Gerbillus latastei","Muridae",39.55,1
"1725","Gerbillus mauritaniae","Muridae",23.26,0
"1726","Gerbillus mesopotamiae","Muridae",20,1
"1727","Gerbillus muriculus","Muridae",33.42,2
"1728","Gerbillus nancillus","Muridae",35.94,2
"1729","Gerbillus nanus","Muridae",25.5,1
"1730","Gerbillus nigeriae","Muridae",29.7,1
"1731","Gerbillus occiduus","Muridae",36.05,2
"1732","Gerbillus perpallidus","Muridae",36.3,1
"1733","Gerbillus poecilops","Muridae",31.5,1
"1734","Gerbillus principulus","Muridae",36.05,2
"1735","Gerbillus pulvinatus","Muridae",35.92,2
"1736","Gerbillus pusillus","Muridae",12.6,1
"1737","Gerbillus pyramidum","Muridae",46.29,1
"1738","Gerbillus rosalinda","Muridae",33.89,2
"1739","Gerbillus syrticus","Muridae",23.26,0
"1740","Gerbillus tarabuli","Muridae",34.81,2
"1741","Gerbillus vivax","Muridae",23.26,0
"1742","Gerbillus watersi","Muridae",10.4,1
"1743","Giraffa camelopardalis","Giraffidae",899994.8,1
"1744","Glaucomys sabrinus","Sciuridae",166,1
"1745","Glaucomys volans","Sciuridae",63.87,1
"1746","Glauconycteris alboguttata","Vespertilionidae",8.42,2
"1747","Glauconycteris argentata","Vespertilionidae",9.3,1
"1748","Glauconycteris beatrix","Vespertilionidae",7.5,1
"1749","Glauconycteris curryae","Vespertilionidae",8.11,0
"1750","Glauconycteris egeria","Vespertilionidae",8.42,2
"1751","Glauconycteris gleni","Vespertilionidae",10.81,1
"1752","Glauconycteris humeralis","Vespertilionidae",5.49,1
"1753","Glauconycteris kenyacola","Vespertilionidae",7.17,1
"1754","Glauconycteris machadoi","Vespertilionidae",8.11,0
"1755","Glauconycteris poensis","Vespertilionidae",6.91,1
"1756","Glauconycteris superba","Vespertilionidae",8.42,2
"1757","Glauconycteris variegata","Vespertilionidae",11.25,1
"1758","Glironia venusta","Didelphidae",114,1
"1759","Glirulus japonicus","Gliridae",62.99,2
"1760","Glischropus javanus","Vespertilionidae",5.91,2
"1761","Glischropus tylopus","Vespertilionidae",4.39,1
"1762","Glis glis","Gliridae",128.09,1
"1763","Globicephala macrorhynchus","Delphinidae",726000,1
"1764","Globicephala melas","Delphinidae",8e+05,1
"1765","Glossophaga commissarisi","Phyllostomidae",8.9,1
"1766","Glossophaga leachii","Phyllostomidae",10.1,1
"1767","Glossophaga longirostris","Phyllostomidae",11.92,1
"1768","Glossophaga morenoi","Phyllostomidae",8.4,1
"1769","Glossophaga soricina","Phyllostomidae",9.43,1
"1770","Glyphonycteris behnii","Phyllostomidae",11.32,2
"1771","Glyphonycteris daviesi","Phyllostomidae",18.61,1
"1772","Glyphonycteris sylvestris","Phyllostomidae",8.91,1
"1773","Glyphotes simus","Sciuridae",50,1
"1774","Golunda ellioti","Muridae",60.88,1
"1775","Gorilla beringei","Hominidae",149325.19,1
"1776","Gorilla gorilla","Hominidae",131625.52,1
"1777","Gracilinanus aceramarcae","Didelphidae",20.5,1
"1778","Gracilinanus agilis","Didelphidae",22,1
"1779","Gracilinanus agricolai","Didelphidae",18.9,0
"1780","Gracilinanus dryas","Didelphidae",18,1
"1781","Gracilinanus emiliae","Didelphidae",7.6,1
"1782","Gracilinanus formosus","Didelphidae",18.9,0
"1783","Gracilinanus ignitus","Didelphidae",18.9,0
"1784","Gracilinanus marica","Didelphidae",23.8,1
"1785","Gracilinanus microtarsus","Didelphidae",31,1
"1786","Grammomys aridulus","Muridae",46.77,2
"1787","Grammomys buntingi","Muridae",46.76,2
"1788","Grammomys caniceps","Muridae",46.77,2
"1789","Grammomys cometes","Muridae",48.5,1
"1790","Grammomys dolichurus","Muridae",41.18,1
"1791","Grammomys dryas","Muridae",47.48,2
"1792","Grammomys gigas","Muridae",47.05,2
"1793","Grammomys ibeanus","Muridae",41.2,1
"1794","Grammomys kuru","Muridae",46.67,2
"1795","Grammomys macmillani","Muridae",36,1
"1796","Grammomys minnae","Muridae",36,1
"1797","Grammomys poensis","Muridae",50.03,1
"1798","Grampus griseus","Delphinidae",387500,1
"1799","Graomys centralis","Cricetidae",65.28,0
"1800","Graomys domorum","Cricetidae",102,1
"1801","Graomys edithae","Cricetidae",40.4,1
"1802","Graomys griseoflavus","Cricetidae",67.5,1
"1803","Graphiurus angolensis","Gliridae",23.96,0
"1804","Graphiurus christyi","Gliridae",23.83,2
"1805","Graphiurus crassicaudatus","Gliridae",38.22,2
"1806","Graphiurus johnstoni","Gliridae",23.96,0
"1807","Graphiurus kelleni","Gliridae",10.5,1
"1808","Graphiurus lorraineus","Gliridae",27,1
"1809","Graphiurus microtis","Gliridae",25.18,2
"1810","Graphiurus monardi","Gliridae",25.05,2
"1811","Graphiurus murinus","Gliridae",19.08,1
"1812","Graphiurus nagtglasii","Gliridae",30,1
"1813","Graphiurus ocularis","Gliridae",30.3,1
"1814","Graphiurus platyops","Gliridae",46.1,1
"1815","Graphiurus rupicola","Gliridae",24.53,2
"1816","Graphiurus surdus","Gliridae",20.01,1
"1817","Gulo gulo","Mustelidae",17012.56,1
"1818","Gymnobelideus leadbeateri","Petauridae",127,1
"1819","Gymnuromys roberti","Nesomyidae",97.5,1
"1820","Habromys chinanteco","Cricetidae",40,1
"1821","Habromys delicatulus","Cricetidae",48.29,0
"1822","Habromys ixtlani","Cricetidae",48.29,0
"1823","Habromys lepturus","Cricetidae",85,1
"1824","Habromys lophurus","Cricetidae",40,1
"1825","Habromys simulatus","Cricetidae",40,1
"1826","Hadromys humei","Muridae",59,1
"1827","Hadromys yunnanensis","Muridae",59,0
"1828","Haeromys margarettae","Muridae",12.7,1
"1829","Haeromys minahassae","Muridae",14.7,1
"1830","Haeromys pusillus","Muridae",10.4,1
"1831","Halichoerus grypus","Phocidae",157667,1
"1832","Handleyomys fuscatus","Cricetidae",49.5,1
"1833","Handleyomys intectus","Cricetidae",60.5,1
"1834","Hapalemur alaotrensis","Lemuridae",1616.83,1
"1835","Hapalemur aureus","Lemuridae",1575,1
"1836","Hapalemur griseus","Lemuridae",1400,1
"1837","Hapalemur occidentalis","Lemuridae",750,1
"1838","Hapalomys delacouri","Muridae",64.3,1
"1839","Hapalomys longicaudatus","Muridae",70,1
"1840","Haplonycteris fischeri","Pteropodidae",17.96,1
"1841","Harpiocephalus harpia","Vespertilionidae",16.31,1
"1842","Harpiocephalus mordax","Vespertilionidae",16.31,0
"1843","Harpyionycteris celebensis","Pteropodidae",104,1
"1844","Harpyionycteris whiteheadi","Pteropodidae",110.5,1
"1845","Heimyscus fumosus","Muridae",14.25,1
"1846","Helarctos malayanus","Ursidae",46500,1
"1847","Heliophobius argenteocinereus","Bathyergidae",181,1
"1848","Heliosciurus gambianus","Sciuridae",295,1
"1849","Heliosciurus mutabilis","Sciuridae",390,1
"1850","Heliosciurus punctatus","Sciuridae",174,1
"1851","Heliosciurus rufobrachium","Sciuridae",371.5,1
"1852","Heliosciurus ruwenzorii","Sciuridae",291,1
"1853","Heliosciurus undulatus","Sciuridae",347.33,1
"1854","Helogale hirtula","Herpestidae",289,1
"1855","Helogale parvula","Herpestidae",300,1
"1856","Hemibelideus lemuroides","Pseudocheiridae",952.5,1
"1857","Hemicentetes nigriceps","Tenrecidae",102.99,1
"1858","Hemicentetes semispinosus","Tenrecidae",137.8,1
"1859","Hemiechinus auritus","Erinaceidae",342,1
"1860","Hemiechinus collaris","Erinaceidae",141,1
"1861","Hemigalus derbyanus","Viverridae",2322.5,1
"1862","Hemitragus hylocrius","Bovidae",75000,1
"1863","Hemitragus jayakari","Bovidae",23000,1
"1864","Hemitragus jemlahicus","Bovidae",35200,1
"1865","Herpestes brachyurus","Herpestidae",1853.52,1
"1866","Herpestes edwardsi","Herpestidae",1304.67,1
"1867","Herpestes fuscus","Herpestidae",1984.74,0
"1868","Herpestes ichneumon","Herpestidae",5174.98,1
"1869","Herpestes javanicus","Herpestidae",750,1
"1870","Herpestes naso","Herpestidae",2999.99,1
"1871","Herpestes semitorquatus","Herpestidae",1916.01,2
"1872","Herpestes smithii","Herpestidae",1781.95,1
"1873","Herpestes urva","Herpestidae",1863.2,1
"1874","Herpestes vitticollis","Herpestidae",2575.59,1
"1875","Hesperoptenus blanfordi","Vespertilionidae",6.53,1
"1876","Hesperoptenus doriae","Vespertilionidae",9.56,2
"1877","Hesperoptenus gaskelli","Vespertilionidae",13.07,2
"1878","Hesperoptenus tickelli","Vespertilionidae",16.3,1
"1879","Hesperoptenus tomesi","Vespertilionidae",31,1
"1880","Heterocephalus glaber","Bathyergidae",55,1
"1881","Heterohyrax brucei","Procaviidae",2625,1
"1882","Heteromys anomalus","Heteromyidae",70,1
"1883","Heteromys australis","Heteromyidae",267.5,1
"1884","Heteromys desmarestianus","Heteromyidae",72.5,1
"1885","Heteromys gaumeri","Heteromyidae",63.6,1
"1886","Heteromys nelsoni","Heteromyidae",54.2,1
"1887","Heteromys oasicus","Heteromyidae",83.95,0
"1888","Heteromys oresterus","Heteromyidae",74.8,1
"1889","Heteromys teleus","Heteromyidae",83.95,0
"1890","Heteropsomys antillensis","Echimyidae",272.28,0
"1891","Heteropsomys insulans","Echimyidae",272.28,0
"1892","Hexaprotodon liberiensis","Hippopotamidae",235001.16,1
"1893","Hexolobodon phenax","Capromyidae",1350.1,0
"1894","Hippocamelus antisensis","Cervidae",68599.35,1
"1895","Hippocamelus bisulcus","Cervidae",70000.32,1
"1896","Hippopotamus amphibius","Hippopotamidae",1417489.99,1
"1897","Hipposideros abae","Hipposideridae",9.31,2
"1898","Hipposideros armiger","Hipposideridae",53,1
"1899","Hipposideros ater","Hipposideridae",5.79,1
"1900","Hipposideros beatus","Hipposideridae",6.65,1
"1901","Hipposideros bicolor","Hipposideridae",7.64,1
"1902","Hipposideros breviceps","Hipposideridae",9.31,2
"1903","Hipposideros caffer","Hipposideridae",9.45,1
"1904","Hipposideros calcaratus","Hipposideridae",11.35,1
"1905","Hipposideros camerunensis","Hipposideridae",23.28,2
"1906","Hipposideros cervinus","Hipposideridae",9.3,1
"1907","Hipposideros cineraceus","Hipposideridae",4.72,1
"1908","Hipposideros commersoni","Hipposideridae",99.09,1
"1909","Hipposideros coronatus","Hipposideridae",10.59,2
"1910","Hipposideros corynophyllus","Hipposideridae",14.5,1
"1911","Hipposideros coxi","Hipposideridae",9.25,1
"1912","Hipposideros crumeniferus","Hipposideridae",9.18,2
"1913","Hipposideros curtus","Hipposideridae",9.31,2
"1914","Hipposideros cyclops","Hipposideridae",33.5,1
"1915","Hipposideros demissus","Hipposideridae",13.94,0
"1916","Hipposideros diadema","Hipposideridae",43.76,1
"1917","Hipposideros dinops","Hipposideridae",74.5,1
"1918","Hipposideros doriae","Hipposideridae",4.24,1
"1919","Hipposideros durgadasi","Hipposideridae",13.94,0
"1920","Hipposideros dyacorum","Hipposideridae",6.05,1
"1921","Hipposideros edwardshilli","Hipposideridae",13.94,0
"1922","Hipposideros fuliginosus","Hipposideridae",9.31,2
"1923","Hipposideros fulvus","Hipposideridae",8.5,1
"1924","Hipposideros galeritus","Hipposideridae",8.18,1
"1925","Hipposideros gigas","Hipposideridae",115.42,1
"1926","Hipposideros grandis","Hipposideridae",13.94,0
"1927","Hipposideros halophyllus","Hipposideridae",4,1
"1928","Hipposideros hypophyllus","Hipposideridae",13.94,0
"1929","Hipposideros inexpectatus","Hipposideridae",21.41,2
"1930","Hipposideros inornatus","Hipposideridae",25.9,1
"1931","Hipposideros jonesi","Hipposideridae",5.5,1
"1932","Hipposideros lamottei","Hipposideridae",9.78,2
"1933","Hipposideros lankadiva","Hipposideridae",52.4,1
"1934","Hipposideros larvatus","Hipposideridae",19.85,1
"1935","Hipposideros lekaguli","Hipposideridae",31.1,1
"1936","Hipposideros lylei","Hipposideridae",40,1
"1937","Hipposideros macrobullatus","Hipposideridae",9.31,2
"1938","Hipposideros madurae","Hipposideridae",13.94,0
"1939","Hipposideros maggietaylorae","Hipposideridae",18.5,1
"1940","Hipposideros marisae","Hipposideridae",9.31,2
"1941","Hipposideros megalotis","Hipposideridae",9.31,2
"1942","Hipposideros muscinus","Hipposideridae",14.41,2
"1943","Hipposideros nequam","Hipposideridae",9.31,2
"1944","Hipposideros obscurus","Hipposideridae",9.5,1
"1945","Hipposideros orbiculus","Hipposideridae",13.94,0
"1946","Hipposideros papua","Hipposideridae",9.31,2
"1947","Hipposideros pelingensis","Hipposideridae",13.94,0
"1948","Hipposideros pomona","Hipposideridae",6.2,1
"1949","Hipposideros pratti","Hipposideridae",31.8,2
"1950","Hipposideros pygmaeus","Hipposideridae",3.5,1
"1951","Hipposideros ridleyi","Hipposideridae",8.83,1
"1952","Hipposideros rotalis","Hipposideridae",13.94,0
"1953","Hipposideros ruber","Hipposideridae",10.11,1
"1954","Hipposideros scutinares","Hipposideridae",13.94,0
"1955","Hipposideros semoni","Hipposideridae",14,1
"1956","Hipposideros sorenseni","Hipposideridae",13.94,0
"1957","Hipposideros speoris","Hipposideridae",10.43,1
"1958","Hipposideros stenotis","Hipposideridae",12,1
"1959","Hipposideros sumbae","Hipposideridae",13.94,0
"1960","Hipposideros thomensis","Hipposideridae",13.94,0
"1961","Hipposideros turpis","Hipposideridae",33.35,1
"1962","Hipposideros vittatus","Hipposideridae",13.94,0
"1963","Hipposideros wollastoni","Hipposideridae",6.75,1
"1964","Hippotragus equinus","Bovidae",269997.66,1
"1965","Hippotragus leucophaeus","Bovidae",150000,1
"1966","Hippotragus niger","Bovidae",227499.27,1
"1967","Histiotus alienus","Vespertilionidae",10.42,2
"1968","Histiotus humboldti","Vespertilionidae",11.1,0
"1969","Histiotus laephotis","Vespertilionidae",11.1,0
"1970","Histiotus macrotus","Vespertilionidae",11,1
"1971","Histiotus magellanicus","Vespertilionidae",11.1,0
"1972","Histiotus montanus","Vespertilionidae",10.42,2
"1973","Histiotus velatus","Vespertilionidae",11.2,1
"1974","Histriophoca fasciata","Phocidae",90000,1
"1975","Hodomys alleni","Cricetidae",367.6,1
"1976","Holochilus brasiliensis","Cricetidae",155,1
"1977","Holochilus chacarius","Cricetidae",204,1
"1978","Holochilus sciureus","Cricetidae",170.96,1
"1979","Homo sapiens","Hominidae",58540.63,1
"1980","Hoplomys gymnurus","Echimyidae",240,1
"1981","Hyaena brunnea","Hyaenidae",42977.93,1
"1982","Hyaena hyaena","Hyaenidae",41705.11,1
"1983","Hybomys badius","Muridae",51.22,0
"1984","Hybomys basilii","Muridae",54.18,2
"1985","Hybomys lunaris","Muridae",54.1,2
"1986","Hybomys planifrons","Muridae",49.6,1
"1987","Hybomys trivirgatus","Muridae",56.9,1
"1988","Hybomys univittatus","Muridae",47.6,1
"1989","Hydrictis maculicollis","Mustelidae",4180.53,1
"1990","Hydrochoerus hydrochaeris","Caviidae",48144.91,1
"1991","Hydrochoerus isthmius","Caviidae",21267.32,1
"1992","Hydromys chrysogaster","Muridae",479.75,1
"1993","Hydromys habbema","Muridae",136.19,2
"1994","Hydromys hussoni","Muridae",141.87,2
"1995","Hydromys neobritannicus","Muridae",135.43,2
"1996","Hydromys shawmayeri","Muridae",141.42,2
"1997","Hydropotes inermis","Cervidae",14000,1
"1998","Hydrurga leptonyx","Phocidae",360000,1
"1999","Hyemoschus aquaticus","Tragulidae",10850.01,1
"2000","Hyladelphys kalinowskii","Didelphidae",16.75,1
"2001","Hylobates agilis","Hylobatidae",5650,1
"2002","Hylobates albibarbis","Hylobatidae",5692.08,0
"2003","Hylobates klossii","Hylobatidae",5800,1
"2004","Hylobates lar","Hylobatidae",4892,1
"2005","Hylobates moloch","Hylobatidae",6500,1
"2006","Hylobates muelleri","Hylobatidae",6000,1
"2007","Hylobates pileatus","Hylobatidae",5440,1
"2008","Hylochoerus meinertzhageni","Suidae",188500,1
"2009","Hylomyscus aeta","Muridae",20,1
"2010","Hylomyscus alleni","Muridae",19.95,1
"2011","Hylomyscus baeri","Muridae",21.09,0
"2012","Hylomyscus carillus","Muridae",21.56,2
"2013","Hylomyscus denniae","Muridae",36,1
"2014","Hylomyscus grandis","Muridae",21.09,0
