"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"3994","Potamochoerus porcus","Suidae",70000.32,1
"3995","Potamogale velox","Tenrecidae",659.99,1
"3996","Potorous gilbertii","Potoroidae",1569.46,1
"3997","Potorous longipes","Potoroidae",1900,1
"3998","Potorous platyops","Potoroidae",500,1
"3999","Potorous tridactylus","Potoroidae",1100,1
"4000","Potos flavus","Procyonidae",3000,1
"4001","Praomys daltoni","Muridae",34.99,1
"4002","Praomys degraaffi","Muridae",36.25,0
"4003","Praomys delectorum","Muridae",36,1
"4004","Praomys derooi","Muridae",32,1
"4005","Praomys hartwigi","Muridae",38.86,1
"4006","Praomys jacksoni","Muridae",42,1
"4007","Praomys lukolelae","Muridae",42.2,1
"4008","Praomys minor","Muridae",41.84,2
"4009","Praomys misonnei","Muridae",41.91,2
"4010","Praomys morio","Muridae",30,1
"4011","Praomys mutoni","Muridae",41.71,2
"4012","Praomys obscurus","Muridae",36.25,0
"4013","Praomys petteri","Muridae",36.25,0
"4014","Praomys rostratus","Muridae",41.83,2
"4015","Praomys tullbergi","Muridae",35.83,1
"4016","Praomys verschureni","Muridae",36.25,0
"4017","Presbytis chrysomelas","Cercopithecidae",6374.15,0
"4018","Presbytis comata","Cercopithecidae",6250,1
"4019","Presbytis femoralis","Cercopithecidae",7000,1
"4020","Presbytis frontata","Cercopithecidae",6050,1
"4021","Presbytis hosei","Cercopithecidae",6500,1
"4022","Presbytis melalophos","Cercopithecidae",6300,1
"4023","Presbytis natunae","Cercopithecidae",6374.15,0
"4024","Presbytis potenziani","Cercopithecidae",6450,1
"4025","Presbytis rubicunda","Cercopithecidae",6300,1
"4026","Presbytis siamensis","Cercopithecidae",5895.06,1
"4027","Presbytis thomasi","Cercopithecidae",6690,1
"4028","Priodontes maximus","Dasypodidae",45359.68,1
"4029","Prionailurus bengalensis","Felidae",3300,1
"4030","Prionailurus iriomotensis","Felidae",3700,1
"4031","Prionailurus planiceps","Felidae",6750,1
"4032","Prionailurus rubiginosus","Felidae",1384.38,1
"4033","Prionailurus viverrinus","Felidae",9140.33,1
"4034","Prionodon linsang","Viverridae",700,1
"4035","Prionodon pardicolor","Viverridae",512,1
"4036","Prionomys batesi","Nesomyidae",12.5,1
"4037","Procapra gutturosa","Bovidae",27750,1
"4038","Procapra picticaudata","Bovidae",20000,1
"4039","Procapra przewalskii","Bovidae",27500,1
"4040","Procavia capensis","Procaviidae",3029.98,1
"4041","Procolobus verus","Cercopithecidae",4000,1
"4042","Procyon cancrivorus","Procyonidae",6949.92,1
"4043","Procyon lotor","Procyonidae",5524.97,1
"4044","Procyon pygmaeus","Procyonidae",2500,1
"4045","Proechimys brevicauda","Echimyidae",285,1
"4046","Proechimys canicollis","Echimyidae",285,1
"4047","Proechimys chrysaeolus","Echimyidae",285,1
"4048","Proechimys cuvieri","Echimyidae",330,1
"4049","Proechimys decumanus","Echimyidae",285,1
"4050","Proechimys echinothrix","Echimyidae",292.04,0
"4051","Proechimys gardneri","Echimyidae",292.04,0
"4052","Proechimys goeldii","Echimyidae",285,1
"4053","Proechimys guairae","Echimyidae",400,1
"4054","Proechimys guyannensis","Echimyidae",314.03,1
"4055","Proechimys hoplomyoides","Echimyidae",285,1
"4056","Proechimys kulinae","Echimyidae",292.04,0
"4057","Proechimys longicaudatus","Echimyidae",205,1
"4058","Proechimys magdalenae","Echimyidae",285,1
"4059","Proechimys mincae","Echimyidae",285,1
"4060","Proechimys oconnelli","Echimyidae",285,1
"4061","Proechimys pattoni","Echimyidae",292.04,0
"4062","Proechimys poliopus","Echimyidae",285,1
"4063","Proechimys quadruplicatus","Echimyidae",285,1
"4064","Proechimys roberti","Echimyidae",284.99,1
"4065","Proechimys semispinosus","Echimyidae",360.5,1
"4066","Proechimys simonsi","Echimyidae",285,1
"4067","Proechimys steerei","Echimyidae",285,1
"4068","Proechimys trinitatus","Echimyidae",296.15,2
"4069","Proechimys urichi","Echimyidae",285,1
"4070","Proedromys bedfordi","Cricetidae",55.86,2
"4071","Profelis aurata","Felidae",10650.01,1
"4072","Prolemur simus","Lemuridae",2030.41,1
"4073","Prometheomys schaposchnikowi","Cricetidae",75,1
"4074","Promops centralis","Molossidae",26.37,1
"4075","Promops nasutus","Molossidae",15.2,1
"4076","Pronolagus crassicaudatus","Leporidae",2089,1
"4077","Pronolagus randensis","Leporidae",2335.02,1
"4078","Pronolagus rupestris","Leporidae",1754,1
"4079","Propithecus coquereli","Indriidae",4189.27,1
"4080","Propithecus deckenii","Indriidae",4000,1
"4081","Propithecus diadema","Indriidae",7500,1
"4082","Propithecus edwardsi","Indriidae",6573.27,1
"4083","Propithecus perrieri","Indriidae",5250,1
"4084","Propithecus tattersalli","Indriidae",3500,1
"4085","Propithecus verreauxi","Indriidae",3480,1
"4086","Prosciurillus abstrusus","Sciuridae",79.2,1
"4087","Prosciurillus leucomus","Sciuridae",128,1
"4088","Prosciurillus murinus","Sciuridae",72.9,1
"4089","Prosciurillus rosenbergii","Sciuridae",90.41,0
"4090","Prosciurillus weberi","Sciuridae",106.26,2
"4091","Proteles cristata","Hyaenidae",8139.39,1
"4092","Protochromys fellowsi","Muridae",78.99,1
"4093","Protoxerus aubinnii","Sciuridae",350,1
"4094","Protoxerus stangeri","Sciuridae",621.5,1
"4095","Przewalskium albirostris","Cervidae",161681.9,1
"4096","Psammomys obesus","Muridae",149.58,1
"4097","Psammomys vexillaris","Muridae",114.79,2
"4098","Pseudantechinus bilarni","Dasyuridae",23.05,1
"4099","Pseudantechinus macdonnellensis","Dasyuridae",32.5,1
"4100","Pseudantechinus mimulus","Dasyuridae",16.5,1
"4101","Pseudantechinus ningbing","Dasyuridae",20,1
"4102","Pseudantechinus roryi","Dasyuridae",25.06,0
"4103","Pseudantechinus woolleyae","Dasyuridae",40,1
"4104","Pseudocheirus peregrinus","Pseudocheiridae",900,1
"4105","Pseudochirops albertisii","Pseudocheiridae",784.85,1
"4106","Pseudochirops archeri","Pseudocheiridae",1091.5,1
"4107","Pseudochirops corinnae","Pseudocheiridae",1123,1
"4108","Pseudochirops coronatus","Pseudocheiridae",1500,1
"4109","Pseudochirops cupreus","Pseudocheiridae",1724.5,1
"4110","Pseudochirulus canescens","Pseudocheiridae",300,1
"4111","Pseudochirulus caroli","Pseudocheiridae",456.02,1
"4112","Pseudochirulus cinereus","Pseudocheiridae",977.48,1
"4113","Pseudochirulus forbesi","Pseudocheiridae",639.16,1
"4114","Pseudochirulus herbertensis","Pseudocheiridae",1098.34,1
"4115","Pseudochirulus larvatus","Pseudocheiridae",448.3,0
"4116","Pseudochirulus mayeri","Pseudocheiridae",151.75,1
"4117","Pseudochirulus schlegeli","Pseudocheiridae",255.44,1
"4118","Pseudohydromys ellermani","Muridae",21.4,1
"4119","Pseudohydromys fuscus","Muridae",18.74,1
"4120","Pseudohydromys murinus","Muridae",16.8,1
"4121","Pseudohydromys occidentalis","Muridae",21.9,1
"4122","Pseudois nayaur","Bovidae",45000,1
"4123","Pseudois schaeferi","Bovidae",29250,1
"4124","Pseudomys albocinereus","Muridae",30.5,1
"4125","Pseudomys apodemoides","Muridae",20,1
"4126","Pseudomys australis","Muridae",65,1
"4127","Pseudomys bolami","Muridae",15.5,1
"4128","Pseudomys calabyi","Muridae",19.5,1
"4129","Pseudomys chapmani","Muridae",12,1
"4130","Pseudomys delicatulus","Muridae",11,1
"4131","Pseudomys desertor","Muridae",25,1
"4132","Pseudomys fieldi","Muridae",45,1
"4133","Pseudomys fumeus","Muridae",70,1
"4134","Pseudomys glaucus","Muridae",27.5,1
"4135","Pseudomys gouldii","Muridae",50,1
"4136","Pseudomys gracilicaudatus","Muridae",74.75,1
"4137","Pseudomys hermannsburgensis","Muridae",12,1
"4138","Pseudomys higginsi","Muridae",67,1
"4139","Pseudomys johnsoni","Muridae",12,1
"4140","Pseudomys laborifex","Muridae",12,1
"4141","Pseudomys nanus","Muridae",34,1
"4142","Pseudomys novaehollandiae","Muridae",20,1
"4143","Pseudomys occidentalis","Muridae",34,1
"4144","Pseudomys oralis","Muridae",95,1
"4145","Pseudomys patrius","Muridae",15,1
"4146","Pseudomys pilligaensis","Muridae",11,1
"4147","Pseudomys shortridgei","Muridae",70,1
"4148","Pseudopotto martini","Lorisidae",474.8,0
"4149","Pseudorca crassidens","Delphinidae",1360000,1
"4150","Pseudoryx nghetinhensis","Bovidae",97842.2,1
"4151","Pseudoryzomys simplex","Cricetidae",51.25,1
"4152","Ptenochirus jagori","Pteropodidae",77.25,1
"4153","Ptenochirus minor","Pteropodidae",36.25,1
"4154","Pteralopex acrodonta","Pteropodidae",250.5,1
"4155","Pteralopex anceps","Pteropodidae",560.36,1
"4156","Pteralopex atrata","Pteropodidae",472,1
"4157","Pteralopex pulchra","Pteropodidae",280,1
"4158","Pteralopex taki","Pteropodidae",369.06,0
"4159","Pteromyscus pulverulentus","Sciuridae",334.25,1
"4160","Pteromys momonga","Sciuridae",297.41,2
"4161","Pteromys volans","Sciuridae",143.75,1
"4162","Pteronotus davyi","Mormoopidae",9.21,1
"4163","Pteronotus gymnonotus","Mormoopidae",14.43,1
"4164","Pteronotus macleayii","Mormoopidae",5.35,1
"4165","Pteronotus parnellii","Mormoopidae",19.67,1
"4166","Pteronotus personatus","Mormoopidae",8.71,1
"4167","Pteronotus pristinus","Mormoopidae",9.25,0
"4168","Pteronotus quadridens","Mormoopidae",5.16,1
"4169","Pteronura brasiliensis","Mustelidae",23999.93,1
"4170","Pteropus admiralitatum","Pteropodidae",299.9,1
"4171","Pteropus aldabrensis","Pteropodidae",305,1
"4172","Pteropus alecto","Pteropodidae",643.57,1
"4173","Pteropus anetianus","Pteropodidae",426,1
"4174","Pteropus aruensis","Pteropodidae",361.25,0
"4175","Pteropus banakrisi","Pteropodidae",225,1
"4176","Pteropus brunneus","Pteropodidae",200,1
"4177","Pteropus caniceps","Pteropodidae",505,1
"4178","Pteropus capistratus","Pteropodidae",247.5,1
"4179","Pteropus chrysoproctus","Pteropodidae",710,1
"4180","Pteropus cognatus","Pteropodidae",361.25,0
"4181","Pteropus conspicillatus","Pteropodidae",775.7,1
"4182","Pteropus dasymallus","Pteropodidae",435,1
"4183","Pteropus faunulus","Pteropodidae",344.76,2
"4184","Pteropus fundatus","Pteropodidae",205.65,1
"4185","Pteropus giganteus","Pteropodidae",804.17,1
"4186","Pteropus gilliardorum","Pteropodidae",406.94,1
"4187","Pteropus griseus","Pteropodidae",269,1
"4188","Pteropus howensis","Pteropodidae",232.93,1
"4189","Pteropus hypomelanus","Pteropodidae",428.14,1
"4190","Pteropus insularis","Pteropodidae",282.86,2
"4191","Pteropus intermedius","Pteropodidae",361.25,0
"4192","Pteropus keyensis","Pteropodidae",361.25,0
"4193","Pteropus leucopterus","Pteropodidae",340,1
"4194","Pteropus livingstonii","Pteropodidae",734.27,1
"4195","Pteropus lombocensis","Pteropodidae",250.3,1
"4196","Pteropus loochoensis","Pteropodidae",361.25,0
"4197","Pteropus lylei","Pteropodidae",316.67,1
"4198","Pteropus macrotis","Pteropodidae",357,1
"4199","Pteropus mahaganus","Pteropodidae",251.4,1
"4200","Pteropus mariannus","Pteropodidae",453.5,1
"4201","Pteropus melanopogon","Pteropodidae",860,1
"4202","Pteropus melanotus","Pteropodidae",344.76,2
"4203","Pteropus molossinus","Pteropodidae",284.21,2
"4204","Pteropus neohibernicus","Pteropodidae",966.79,1
"4205","Pteropus niger","Pteropodidae",456.25,1
"4206","Pteropus nitendiensis","Pteropodidae",265,1
"4207","Pteropus ocularis","Pteropodidae",220,1
"4208","Pteropus ornatus","Pteropodidae",330,1
"4209","Pteropus pelewensis","Pteropodidae",361.25,0
"4210","Pteropus personatus","Pteropodidae",127.5,1
"4211","Pteropus pilosus","Pteropodidae",361.25,0
"4212","Pteropus pohlei","Pteropodidae",343,1
"4213","Pteropus poliocephalus","Pteropodidae",749.91,1
"4214","Pteropus pselaphon","Pteropodidae",282.86,2
"4215","Pteropus pumilus","Pteropodidae",183.35,1
"4216","Pteropus rayneri","Pteropodidae",724.5,1
"4217","Pteropus rennelli","Pteropodidae",361.25,0
"4218","Pteropus rodricensis","Pteropodidae",253.83,1
"4219","Pteropus rufus","Pteropodidae",361,1
"4220","Pteropus samoensis","Pteropodidae",310,1
"4221","Pteropus scapulatus","Pteropodidae",405.96,1
"4222","Pteropus seychellensis","Pteropodidae",457,1
"4223","Pteropus speciosus","Pteropodidae",344.76,2
"4224","Pteropus subniger","Pteropodidae",361.25,0
"4225","Pteropus temminckii","Pteropodidae",361.25,0
"4226","Pteropus tokudae","Pteropodidae",152,1
"4227","Pteropus tonganus","Pteropodidae",418.33,1
"4228","Pteropus tuberculatus","Pteropodidae",282.86,2
"4229","Pteropus ualanus","Pteropodidae",361.25,0
"4230","Pteropus vampyrus","Pteropodidae",935.88,1
"4231","Pteropus vetulus","Pteropodidae",148,1
"4232","Pteropus voeltzkowi","Pteropodidae",527.5,1
"4233","Pteropus woodfordi","Pteropodidae",119.33,1
"4234","Pteropus yapensis","Pteropodidae",361.25,0
"4235","Ptilocercus lowii","Ptilocercidae",41.88,1
"4236","Pudu mephistophiles","Cervidae",9599.97,1
"4237","Pudu puda","Cervidae",9749.9,1
"4238","Puma concolor","Felidae",51600.04,1
"4239","Puma yagouaroundi","Felidae",6875,1
"4240","Punomys kofordi","Cricetidae",84.8,0
"4241","Punomys lemminus","Cricetidae",84.8,1
"4242","Pusa caspica","Phocidae",62326.2,1
"4243","Pusa hispida","Phocidae",70963.6,1
"4244","Pusa sibirica","Phocidae",89499.99,1
"4245","Pygathrix cinerea","Cercopithecidae",9266.6,0
"4246","Pygathrix nemaeus","Cercopithecidae",8310,1
"4247","Pygathrix nigripes","Cercopithecidae",10333.32,1
"4248","Pygeretmus platyurus","Dipodidae",40.14,1
"4249","Pygeretmus pumilio","Dipodidae",52,1
"4250","Pygeretmus shitkovi","Dipodidae",58.3,1
"4251","Pygoderma bilabiatum","Phyllostomidae",18.5,1
"4252","Rangifer tarandus","Cervidae",86033.98,1
"4253","Raphicerus campestris","Bovidae",10500.02,1
"4254","Raphicerus melanotis","Bovidae",10249.91,1
"4255","Raphicerus sharpei","Bovidae",9499.92,1
"4256","Rattus adustus","Muridae",158,1
"4257","Rattus andamanensis","Muridae",149.96,0
"4258","Rattus annandalei","Muridae",216.1,1
"4259","Rattus arfakiensis","Muridae",149.96,0
"4260","Rattus argentiventer","Muridae",133.13,1
"4261","Rattus arrogans","Muridae",149.96,0
"4262","Rattus baluensis","Muridae",108.75,1
"4263","Rattus blangorum","Muridae",149.96,0
"4264","Rattus bontanus","Muridae",239,1
"4265","Rattus burrus","Muridae",152.3,2
"4266","Rattus colletti","Muridae",61,1
"4267","Rattus elaphinus","Muridae",131.35,1
"4268","Rattus enganus","Muridae",305,1
"4269","Rattus everetti","Muridae",255.03,1
"4270","Rattus exulans","Muridae",47.31,1
"4271","Rattus feliceus","Muridae",306,1
"4272","Rattus fuscipes","Muridae",133,1
"4273","Rattus giluwensis","Muridae",169.88,2
"4274","Rattus hainaldi","Muridae",155.52,2
"4275","Rattus hoffmanni","Muridae",147,1
"4276","Rattus hoogerwerfi","Muridae",165,1
"4277","Rattus jobiensis","Muridae",380,1
"4278","Rattus koopmani","Muridae",151.4,2
"4279","Rattus korinchi","Muridae",131,1
"4280","Rattus leucopus","Muridae",171.73,1
"4281","Rattus losea","Muridae",77,1
"4282","Rattus lugens","Muridae",224,1
"4283","Rattus lutreolus","Muridae",106,1
"4284","Rattus macleari","Muridae",149.96,0
"4285","Rattus marmosurus","Muridae",217,1
"4286","Rattus mindorensis","Muridae",136,1
"4287","Rattus mollicomulus","Muridae",151.76,2
"4288","Rattus montanus","Muridae",136,1
"4289","Rattus mordax","Muridae",230,1
"4290","Rattus morotaiensis","Muridae",148.25,1
"4291","Rattus nativitatis","Muridae",149.96,0
"4292","Rattus niobe","Muridae",45.07,1
"4293","Rattus nitidus","Muridae",133.5,1
"4294","Rattus norvegicus","Muridae",338.33,1
"4295","Rattus novaeguineae","Muridae",133,1
"4296","Rattus omichlodes","Muridae",70.02,1
"4297","Rattus osgoodi","Muridae",93,1
"4298","Rattus palmarum","Muridae",491,1
"4299","Rattus pelurus","Muridae",170.27,2
"4300","Rattus pococki","Muridae",149.96,0
"4301","Rattus praetor","Muridae",204.13,1
"4302","Rattus pyctoris","Muridae",149.96,0
"4303","Rattus ranjiniae","Muridae",120,1
"4304","Rattus rattus","Muridae",229.13,1
"4305","Rattus richardsoni","Muridae",64.29,1
"4306","Rattus salocco","Muridae",149.96,0
"4307","Rattus sanila","Muridae",149.96,0
"4308","Rattus satarae","Muridae",149.96,0
"4309","Rattus simalurensis","Muridae",153.12,2
"4310","Rattus sordidus","Muridae",157.5,1
"4311","Rattus steini","Muridae",155,1
"4312","Rattus stoicus","Muridae",323,1
"4313","Rattus tanezumi","Muridae",134,1
"4314","Rattus tawitawiensis","Muridae",180,1
"4315","Rattus timorensis","Muridae",160.32,2
"4316","Rattus tiomanicus","Muridae",129.96,1
"4317","Rattus tunneyi","Muridae",124,1
"4318","Rattus vandeuseni","Muridae",67.24,1
"4319","Rattus verecundus","Muridae",97.02,1
"4320","Rattus villosissimus","Muridae",134,1
"4321","Rattus xanthurus","Muridae",303,1
"4322","Ratufa affinis","Sciuridae",1156.25,1
"4323","Ratufa bicolor","Sciuridae",2050,1
"4324","Ratufa indica","Sciuridae",1060,1
"4325","Ratufa macroura","Sciuridae",1327.08,1
"4326","Redunca arundinum","Bovidae",58000.27,1
"4327","Redunca fulvorufula","Bovidae",29499.86,1
"4328","Redunca redunca","Bovidae",44050.41,1
"4329","Reithrodon auritus","Cricetidae",70.85,1
"4330","Reithrodontomys brevirostris","Cricetidae",12.9,1
"4331","Reithrodontomys burti","Cricetidae",20,1
"4332","Reithrodontomys chrysopsis","Cricetidae",19,1
"4333","Reithrodontomys creper","Cricetidae",22.8,1
"4334","Reithrodontomys darienensis","Cricetidae",13,1
"4335","Reithrodontomys fulvescens","Cricetidae",11.4,1
"4336","Reithrodontomys gracilis","Cricetidae",12.27,1
"4337","Reithrodontomys hirsutus","Cricetidae",20,1
"4338","Reithrodontomys humulis","Cricetidae",8.31,1
"4339","Reithrodontomys megalotis","Cricetidae",9.37,1
"4340","Reithrodontomys mexicanus","Cricetidae",16,1
"4341","Reithrodontomys microdon","Cricetidae",20,1
"4342","Reithrodontomys montanus","Cricetidae",10.9,1
"4343","Reithrodontomys paradoxus","Cricetidae",16.22,2
"4344","Reithrodontomys raviventris","Cricetidae",11.05,1
"4345","Reithrodontomys rodriguezi","Cricetidae",19.29,2
"4346","Reithrodontomys spectabilis","Cricetidae",20.2,1
"4347","Reithrodontomys sumichrasti","Cricetidae",19,1
"4348","Reithrodontomys tenuirostris","Cricetidae",20,1
"4349","Reithrodontomys zacatecae","Cricetidae",14.49,2
"4350","Reithrodon typicus","Cricetidae",70.85,0
"4351","Rhabdomys dilectus","Muridae",41.12,0
"4352","Rhabdomys pumilio","Muridae",41.12,1
"4353","Rhagamys orthodon","Muridae",71.33,0
"4354","Rhagomys longilingua","Cricetidae",21.2,0
"4355","Rhagomys rufescens","Cricetidae",21.2,1
"4356","Rheithrosciurus macrotis","Sciuridae",1225,1
"4357","Rheomys mexicanus","Cricetidae",40,1
"4358","Rheomys raptor","Cricetidae",38,1
"4359","Rheomys thomasi","Cricetidae",40,1
"4360","Rheomys underwoodi","Cricetidae",41.85,2
"4361","Rhinoceros sondaicus","Rhinocerotidae",1750000,1
"4362","Rhinoceros unicornis","Rhinocerotidae",1602333,1
"4363","Rhinolophus acuminatus","Rhinolophidae",12.13,1
"4364","Rhinolophus adami","Rhinolophidae",10.4,2
"4365","Rhinolophus affinis","Rhinolophidae",13.63,1
"4366","Rhinolophus alcyone","Rhinolophidae",18.75,1
"4367","Rhinolophus arcuatus","Rhinolophidae",8.75,1
"4368","Rhinolophus beddomei","Rhinolophidae",10.62,0
"4369","Rhinolophus blasii","Rhinolophidae",9.7,1
"4370","Rhinolophus bocharicus","Rhinolophidae",15.05,1
"4371","Rhinolophus borneensis","Rhinolophidae",7.9,1
"4372","Rhinolophus canuti","Rhinolophidae",10.75,2
"4373","Rhinolophus capensis","Rhinolophidae",12.8,1
"4374","Rhinolophus celebensis","Rhinolophidae",10.4,2
"4375","Rhinolophus clivosus","Rhinolophidae",15.66,1
"4376","Rhinolophus coelophyllus","Rhinolophidae",7.1,1
"4377","Rhinolophus cognatus","Rhinolophidae",10.49,2
"4378","Rhinolophus convexus","Rhinolophidae",10.62,0
"4379","Rhinolophus cornutus","Rhinolophidae",7.2,1
"4380","Rhinolophus creaghi","Rhinolophidae",12,1
"4381","Rhinolophus darlingi","Rhinolophidae",9.45,1
"4382","Rhinolophus deckenii","Rhinolophidae",10.4,2
"4383","Rhinolophus denti","Rhinolophidae",6.15,1
"4384","Rhinolophus eloquens","Rhinolophidae",19.05,1
"4385","Rhinolophus euryale","Rhinolophidae",8.15,1
"4386","Rhinolophus euryotis","Rhinolophidae",14.3,1
"4387","Rhinolophus ferrumequinum","Rhinolophidae",21.06,1
"4388","Rhinolophus formosae","Rhinolophidae",10.62,0
"4389","Rhinolophus fumigatus","Rhinolophidae",12.94,1
"4390","Rhinolophus guineensis","Rhinolophidae",9.9,2
"4391","Rhinolophus hildebrandtii","Rhinolophidae",25.99,1
"4392","Rhinolophus hilli","Rhinolophidae",13.6,1
"4393","Rhinolophus hillorum","Rhinolophidae",10.62,0
"4394","Rhinolophus hipposideros","Rhinolophidae",4.71,1
"4395","Rhinolophus imaizumii","Rhinolophidae",10.62,0
"4396","Rhinolophus inops","Rhinolophidae",13.5,1
"4397","Rhinolophus keyensis","Rhinolophidae",6.26,1
"4398","Rhinolophus landeri","Rhinolophidae",8.86,1
"4399","Rhinolophus lepidus","Rhinolophidae",5.7,1
"4400","Rhinolophus luctus","Rhinolophidae",33.45,1
"4401","Rhinolophus maclaudi","Rhinolophidae",13.08,1
"4402","Rhinolophus macrotis","Rhinolophidae",6.15,1
"4403","Rhinolophus madurensis","Rhinolophidae",10.62,0
"4404","Rhinolophus maendeleo","Rhinolophidae",10.62,0
"4405","Rhinolophus malayanus","Rhinolophidae",6.7,1
"4406","Rhinolophus marshalli","Rhinolophidae",5.02,1
"4407","Rhinolophus megaphyllus","Rhinolophidae",10.06,1
"4408","Rhinolophus mehelyi","Rhinolophidae",12.33,1
"4409","Rhinolophus mitratus","Rhinolophidae",10.4,2
"4410","Rhinolophus monoceros","Rhinolophidae",10.62,0
"4411","Rhinolophus montanus","Rhinolophidae",10.62,0
"4412","Rhinolophus nereis","Rhinolophidae",9.62,2
"4413","Rhinolophus osgoodi","Rhinolophidae",10.62,0
"4414","Rhinolophus paradoxolophus","Rhinolophidae",8.24,1
"4415","Rhinolophus pearsonii","Rhinolophidae",11.55,1
"4416","Rhinolophus philippinensis","Rhinolophidae",10.33,1
"4417","Rhinolophus pusillus","Rhinolophidae",5.15,1
"4418","Rhinolophus rex","Rhinolophidae",10.4,2
"4419","Rhinolophus robinsoni","Rhinolophidae",8.5,1
"4420","Rhinolophus rouxii","Rhinolophidae",12.25,1
"4421","Rhinolophus rufus","Rhinolophidae",30,1
"4422","Rhinolophus ruwenzorii","Rhinolophidae",10.62,0
"4423","Rhinolophus sakejiensis","Rhinolophidae",22,1
"4424","Rhinolophus sedulus","Rhinolophidae",8.75,1
"4425","Rhinolophus shameli","Rhinolophidae",9.61,1
"4426","Rhinolophus shortridgei","Rhinolophidae",10.62,0
"4427","Rhinolophus siamensis","Rhinolophidae",10.62,0
"4428","Rhinolophus silvestris","Rhinolophidae",10.4,2
"4429","Rhinolophus simulator","Rhinolophidae",8.1,1
"4430","Rhinolophus sinicus","Rhinolophidae",10.62,0
"4431","Rhinolophus stheno","Rhinolophidae",7.9,1
"4432","Rhinolophus subbadius","Rhinolophidae",10.49,2
"4433","Rhinolophus subrufus","Rhinolophidae",10.4,2
"4434","Rhinolophus swinnyi","Rhinolophidae",7.13,1
"4435","Rhinolophus thomasi","Rhinolophidae",8.3,1
"4436","Rhinolophus trifoliatus","Rhinolophidae",14.53,1
"4437","Rhinolophus virgo","Rhinolophidae",6,1
"4438","Rhinolophus yunanensis","Rhinolophidae",19.7,1
"4439","Rhinolophus ziama","Rhinolophidae",10.62,0
"4440","Rhinonicteris aurantia","Hipposideridae",8.77,1
"4441","Rhinophylla alethina","Phyllostomidae",13.57,2
"4442","Rhinophylla fischerae","Phyllostomidae",9.6,1
"4443","Rhinophylla pumilio","Phyllostomidae",9.55,1
"4444","Rhinopithecus avunculus","Cercopithecidae",9086.19,1
"4445","Rhinopithecus bieti","Cercopithecidae",11000.54,1
"4446","Rhinopithecus brelichi","Cercopithecidae",12267.15,1
"4447","Rhinopithecus roxellana","Cercopithecidae",13456.8,1
"4448","Rhinopoma hardwickii","Rhinopomatidae",13.1,1
"4449","Rhinopoma macinnesi","Rhinopomatidae",14.94,0
"4450","Rhinopoma microphyllum","Rhinopomatidae",27.87,1
"4451","Rhinopoma muscatellum","Rhinopomatidae",9.14,1
"4452","Rhinosciurus laticaudatus","Sciuridae",228.25,1
"4453","Rhipidomys austrinus","Cricetidae",89,1
"4454","Rhipidomys caucensis","Cricetidae",89,1
"4455","Rhipidomys couesi","Cricetidae",89,1
"4456","Rhipidomys emiliae","Cricetidae",79.72,0
"4457","Rhipidomys fulviventer","Cricetidae",89,1
"4458","Rhipidomys gardneri","Cricetidae",79.72,0
"4459","Rhipidomys latimanus","Cricetidae",57.5,1
"4460","Rhipidomys leucodactylus","Cricetidae",80,1
"4461","Rhipidomys macconnelli","Cricetidae",41.6,1
"4462","Rhipidomys macrurus","Cricetidae",79.72,0
"4463","Rhipidomys mastacalis","Cricetidae",77.5,1
"4464","Rhipidomys modicus","Cricetidae",79.72,0
"4465","Rhipidomys nitela","Cricetidae",89,1
"4466","Rhipidomys ochrogaster","Cricetidae",89,1
"4467","Rhipidomys venezuelae","Cricetidae",90,1
"4468","Rhipidomys venustus","Cricetidae",89,1
"4469","Rhipidomys wetzeli","Cricetidae",89,1
"4470","Rhizomys pruinosus","Spalacidae",2450,1
"4471","Rhizomys sinensis","Spalacidae",865,1
"4472","Rhizomys sumatrensis","Spalacidae",1625,1
"4473","Rhizoplagiodontia lemkei","Capromyidae",1350.1,0
"4474","Rhogeessa aeneus","Vespertilionidae",4.22,0
"4475","Rhogeessa alleni","Vespertilionidae",5.47,2
"4476","Rhogeessa genowaysi","Vespertilionidae",4.64,2
"4477","Rhogeessa gracilis","Vespertilionidae",4.88,2
"4478","Rhogeessa hussoni","Vespertilionidae",4.22,0
"4479","Rhogeessa io","Vespertilionidae",4.22,0
"4480","Rhogeessa minutilla","Vespertilionidae",3.75,1
"4481","Rhogeessa mira","Vespertilionidae",4.91,2
"4482","Rhogeessa parvula","Vespertilionidae",4.37,1
"4483","Rhogeessa tumida","Vespertilionidae",4.58,1
"4484","Rhombomys opimus","Muridae",144,1
"4485","Rhynchocyon chrysopygus","Macroscelididae",540,1
"4486","Rhynchocyon cirnei","Macroscelididae",490,1
"4487","Rhynchocyon petersi","Macroscelididae",424,1
"4488","Rhynchogale melleri","Herpestidae",2500,1
"4489","Rhyncholestes raphanurus","Caenolestidae",21,1
"4490","Rhynchomeles prattorum","Peramelidae",817.52,2
"4491","Rhynchomys isarogensis","Muridae",122.5,1
"4492","Rhynchomys soricoides","Muridae",187,1
"4493","Rhynchonycteris naso","Emballonuridae",3.83,1
"4494","Romerolagus diazi","Leporidae",476.65,1
"4495","Rousettus aegyptiacus","Pteropodidae",132.24,1
"4496","Rousettus amplexicaudatus","Pteropodidae",82.47,1
"4497","Rousettus bidens","Pteropodidae",62.39,2
