species,median_lat,order
Nyctophilus arnhemensis,-14.566667,Chiroptera
Nyctophilus bifax,-28.529795,Chiroptera
Nyctophilus corbeni,-30.9939775,Chiroptera
Nyctophilus daedalus,-16.5618805,Chiroptera
Nyctophilus geoffroyi,-34.898499,Chiroptera
Nyctophilus gouldi,-32.970098,Chiroptera
Nyctophilus howensis,-31.55,Chiroptera
Nyctophilus major,-31.3968,Chiroptera
Nyctophilus microdon,-5.574,Chiroptera
Nyctophilus microtis,-4.895420579208361,Chiroptera
Nyctophilus sherrini,-43.010821,Chiroptera
Nyctophilus timoriensis,-27.735,Chiroptera
Nyctophilus walkeri,-14.821389,Chiroptera
Ochotona collaris,63.35181291753603,Lagomorpha
Ochotona coreana,41.09,Lagomorpha
Ochotona erythrotis,32.5,Lagomorpha
Ochotona fenisex,47.35487,Lagomorpha
Ochotona forresti,25.981383,Lagomorpha
Ochotona gloveri,32.639374,Lagomorpha
Ochotona hoffmanni,47.423412,Lagomorpha
Ochotona hyperborea,62.333333,Lagomorpha
Ochotona ladacensis,33.25,Lagomorpha
Ochotona lama,28.8,Lagomorpha
Ochotona mantchurica,52.32,Lagomorpha
Ochotona pusilla,51.29,Lagomorpha
Ochotona roylei,30.071517,Lagomorpha
Ochotona rufescens,34.583328,Lagomorpha
Ochotona rutila,39.973545,Lagomorpha
Ochotona sikimaria,27.33,Lagomorpha
Ochotona syrinx,35.8,Lagomorpha
Ochotona thomasi,32.93,Lagomorpha
Ochotona turuchanensis,69.05,Lagomorpha
Octodon bridgesi,-39.81722,Rodentia
Octodon degus,-33.349998,Rodentia
Octodon lunatus,-33.266667,Rodentia
Octodon pacificus,-38.37,Rodentia
Octodontomys gliroides,-23.578293,Rodentia
Octomys mimax,-30.083333,Rodentia
Oecomys auyantepui,4.61275,Rodentia
Oecomys bicolor,-3.822466,Rodentia
Oecomys catherinae,-12.62,Rodentia
Oecomys cleberi,-18.1,Rodentia
Oecomys concolor,5.324999999999999,Rodentia
Oecomys flavicans,7.583333,Rodentia
Oecomys franciscorum,-18.325,Rodentia
Oecomys mamorae,-17.383333,Rodentia
Oecomys paricola,-11.23,Rodentia
Oecomys phaeotis,-13.100533,Rodentia
Oecomys rex,3.617,Rodentia
Oecomys rutilus,4.083,Rodentia
Oecomys speciosus,9.32,Rodentia
Oecomys superans,-1.533333,Rodentia
Oecomys sydandersoni,-14.7431,Rodentia
Oecomys trinitatis,4.70858,Rodentia
Oenomys hypoxanthus,-1.1667,Rodentia
Oenomys ornatus,7.5833,Rodentia
Okapia johnstoni,1.383333,Artiodactyla
Olallamys albicauda,5.3883335,Rodentia
Olallamys edax,4.60197,Rodentia
Oligopithecus rogeri,17.060833,Primates
Oligopithecus savagei,29.450001,Primates
Oligoryzomys andinus,-9.50763,Rodentia
Oligoryzomys arenalis,-7.7083330000000005,Rodentia
Oligoryzomys brendae,-24.299507,Rodentia
Oligoryzomys chacoensis,-22.4328,Rodentia
Oligoryzomys delticola,-33.599998,Rodentia
Oligoryzomys eliurus,-23.65,Rodentia
Oligoryzomys flavescens,-33.5,Rodentia
Oligoryzomys fornesi,-26.564649000000003,Rodentia
Oligoryzomys fulvescens,16.133889,Rodentia
Oligoryzomys griseolus,4.6,Rodentia
Oligoryzomys magellanicus,-53.628333,Rodentia
Oligoryzomys messorius,1.3,Rodentia
Oligoryzomys microtis,-12.34,Rodentia
Oligoryzomys moojeni,-13.95,Rodentia
Oligoryzomys nigripes,-24.366667,Rodentia
Oligoryzomys rupestris,-13.17,Rodentia
Oligoryzomys stramineus,-14.53,Rodentia
Oligoryzomys utiaritensis,-12.85,Rodentia
Oligoryzomys vegetus,8.93,Rodentia
Ommatophoca rossii,-65.43754,Carnivora
Ondatra obscurus,47.881111,Rodentia
Ondatra zibethicus,51.01875,Rodentia
Onychogalea fraenata,-32.833,Diprotodontia
Onychogalea lunata,-23.5729,Diprotodontia
Onychogalea unguifera,-17.198556500000002,Diprotodontia
Onychomys arenicola,31.174573,Rodentia
Onychomys leucogaster,37.86533031339199,Rodentia
Onychomys torridus,32.608299,Rodentia
Onychonycteris finneyi,41.816666,Chiroptera
Orcaella brevirostris,12.6794735,Cetacea
Orcaella heinsohni,-12.51591,Cetacea
Orcinus orca,49.255302,Cetacea
Oreamnos americanus,60.166088,Artiodactyla
Oreamnos harringtoni,23.955833,Artiodactyla
Oreoryzomys balneator,-5.099,Rodentia
Oreotragus oreotragus,-24.04459,Artiodactyla
Ornithorhynchus anatinus,-35.167038,Monotremata
Orthogeomys cavator,8.777171,Rodentia
Orthogeomys cherriei,10.305518852306239,Rodentia
Orthogeomys cuniculus,16.483333,Rodentia
Orthogeomys dariensis,7.855,Rodentia
Orthogeomys grandis,16.426389,Rodentia
Orthogeomys heterodus,9.917,Rodentia
Orthogeomys hispidus,18.87,Rodentia
Orthogeomys lanius,18.87,Rodentia
Orthogeomys matagalpae,11.83,Rodentia
Orthogeomys thaeleri,5.766667,Rodentia
Orthogeomys underwoodi,9.517,Rodentia
Oryx beisa,0.59823,Artiodactyla
Oryx dammah,29.868026,Artiodactyla
Oryx leucoryx,29.86,Artiodactyla
Oryzomys baroni,-7.616667,Rodentia
Oryzomys bauri,-0.8035,Rodentia
Oryzomys chapmani,17.660278,Rodentia
Oryzomys dimidiatus,12.095656228803906,Rodentia
Oryzomys gorgasi,7.18,Rodentia
Oryzomys vegetus,8.4,Rodentia
Oryzorictes hova,-18.171666,Afrosoricida
Oryzorictes niger,-19.85,Afrosoricida
Oryzorictes tetradactylus,-18.830273,Afrosoricida
Osbornodon fricki,42.400002,Carnivora
Osbornodon renjiei,44.650002,Carnivora
Osgoodomys banderanus,19.121857,Rodentia
Osteoborus hilli,27.75,Carnivora
Otarocyon macdonaldi,45.25,Carnivora
Otocyon megalotis,-18.53,Carnivora
Otolemur crassicaudatus,-15.98,Primates
Otomops harrisoni,-1.13,Chiroptera
Otomops madagascariensis,-23.5,Chiroptera
Otomops martiensseni,-1.166667,Chiroptera
Otomops papuensis,-7.916667,Chiroptera
Otomops wroughtoni,15.55574,Chiroptera
Otomys anchietae,-10.875,Rodentia
Otomys angoniensis,-9.175,Rodentia
Otomys barbouri,1.204729,Rodentia
Otomys dartmouthi,0.3667,Rodentia
Otomys irroratus,-29.6,Rodentia
Otomys jacksoni,1.07662,Rodentia
Otomys lacustris,-9.241163,Rodentia
Otomys maximus,-15.125,Rodentia
Otomys occidentalis,6.22,Rodentia
Otomys simiensis,13.23159,Rodentia
Otomys thomasi,-0.4103,Rodentia
Otonycteris hemprichii,30.033333,Chiroptera
Otonyctomys hatti,20.175,Rodentia
Otopteropus cartilagonodus,16.23699,Chiroptera
Otospermophilus atricapillus,26.0625,Rodentia
Ototylomys chiapensis,16.889366819624094,Rodentia
Ototylomys phyllotis,18.383,Rodentia
Ourebia ourebi,11.07408,Artiodactyla
Ovis gmelinii,44.88762,Artiodactyla
Oxetocyon cuspidatus,42.0500015,Carnivora
Oxymycterus amazonicus,-9.17,Rodentia
Oxymycterus dasytrichus,-24.333333,Rodentia
Oxymycterus delator,-18.918889,Rodentia
Oxymycterus hiska,-14.20604,Rodentia
Oxymycterus hispidus,-23.65,Rodentia
Oxymycterus hucucha,-17.775,Rodentia
Oxymycterus inca,-16.13875,Rodentia
Oxymycterus josei,-34.75,Rodentia
Oxymycterus misionalis,-26.98333,Rodentia
Oxymycterus nasutus,-33.783333,Rodentia
Oxymycterus paramensis,-17.75,Rodentia
Oxymycterus quaestor,-26.299999,Rodentia
Oxymycterus rufus,-34.8153,Rodentia
Oxymycterus wayku,-26.924999,Rodentia
Ozotoceros bezoarticus,-20.096798,Artiodactyla
Pachycynodon harlowi,43,Carnivora
Pachyuromys duprasi,30.4,Rodentia
Paguma larvata,35.610400034593894,Carnivora
Palaeoloxodon lomolinoi,37.102111,Proboscidea
Palawanomys furvus,8.812639,Rodentia
Pan paniscus,1.5,Primates
Panthera gombaszoegensis,42.352501,Carnivora
Panthera spelaea,-4.94,Carnivora
Pantholops hodgsonii,34.8354335,Artiodactyla
Papagomys armandvillei,-8.739866,Rodentia
Papio kindae,-13.25,Primates
Papio papio,13.560954,Primates
Pappogeomys bulleri,19.675181488309182,Rodentia
Parabalaenoptera baulinensis,37.901669,Cetacea
Paracrocidura graueri,-3.368783,Soricomorpha
Paracrocidura maxima,-1,Soricomorpha
Paracrocidura schoutedeni,2.08,Soricomorpha
Paracynictis selousi,-15.375,Carnivora
Paradoxurus hermaphroditus,13.94,Carnivora
Paradoxurus jerdoni,14.9981,Carnivora
Paradoxurus zeylonensis,7.3183145,Carnivora
Paraechinus dorsalis,18,Erinaceomorpha
Paraechinus hypomelas,30.383433,Erinaceomorpha
Paraechinus micropus,25.869205,Erinaceomorpha
Paraechinus nudiventris,8.262117,Erinaceomorpha
Paragalago cocos,-2.157152,Primates
Paragalago zanzibaricus,-10.8667,Primates
Parahydromys asper,-6.082910254714662,Rodentia
Paraleptomys rufilatus,-3.300692050160435,Rodentia
Paramelomys levipes,-4.15,Rodentia
Paramelomys lorentzii,-3.324,Rodentia
Paramelomys moncktoni,-4.0440655,Rodentia
Paramelomys platyops,-3.304692010354198,Rodentia
Paramelomys rubex,-7.3481,Rodentia
Paramys delicatus,41.769169,Rodentia
Parantechinus apicalis,-30.3,Dasyuromorphia
Paranthropus robustus,-27.491500000000002,Primates
Paranyctimene raptor,-5.071144339910856,Chiroptera
Parascalops breweri,42.7241,Soricomorpha
Parascaptor leucura,25.299999,Soricomorpha
Parastrellus hesperus,32.334585000000004,Chiroptera
Paratriaenops auritus,-12.9183,Chiroptera
Paratriaenops furculus,-20.79,Chiroptera
Paraxerus alexandri,0.6667,Rodentia
Paraxerus boehmi,0.15,Rodentia
Paraxerus cepapi,-19.93,Rodentia
Paraxerus cooperi,6.22,Rodentia
Paraxerus flavivittis,-4.05,Rodentia
Paraxerus flavovittis,-10.655567,Rodentia
Paraxerus lucifer,-9.12536,Rodentia
Paraxerus ochraceus,-1.233333,Rodentia
Paraxerus palliatus,-7.765647,Rodentia
Paraxerus poensis,4.5991,Rodentia
Paraxerus vexillarius,-6,Rodentia
Paraxerus vincenti,-15.39933,Rodentia
Pardofelis marmorata,5.4,Carnivora
Parietobalaena palmeri,38.581669,Artiodactyla
Parietobalaena yamaokai,34.863056,Artiodactyla
Parotomys brantsii,-29.25,Rodentia
Parotomys littledalei,-29.585,Rodentia
Paruromys dominator,-1.8985949999999998,Rodentia
Pattonomys punctatus,6.55,Rodentia
Pattonomys semivillosus,9.4,Rodentia
Paucidentomys vermidax,-3.40755,Rodentia
Pearsonomys annectens,-39.43143928566971,Rodentia
Pectinator spekei,11.5194,Rodentia
Pelea capreolus,-33.3006155,Artiodactyla
Pelocetus calvertensis,38.502777,Artiodactyla
Pelomys campanae,-7.7,Rodentia
Pelomys fallax,-10.116667,Rodentia
Pelomys hopkinsi,-2.2167,Rodentia
Pelomys minor,-7.520849999999999,Rodentia
Pentalagus furnessi,28.270094,Lagomorpha
Penthetor lucasi,3.25833,Chiroptera
Peponocephala electra,-4.507648,Cetacea
Perameles eremiana,-23.5255,Peramelemorphia
Perameles gunnii,-42.153494499999994,Peramelemorphia
Perameles pallescens,-17.286558,Peramelemorphia
Perimyotis subflavus,36.33458227501194,Chiroptera
Peripolocetus vexillifer,35.299999,Cetacea
Perognathus alticolus,34.23200434603597,Rodentia
Perognathus fasciatus,50.1779,Rodentia
Perognathus merriami,29.363205656068594,Rodentia
Peromyscus attwateri,33.584,Rodentia
Peromyscus baileyi,42.65494873461126,Rodentia
Peromyscus bullatus,19.468056,Rodentia
Peromyscus caniceps,25.683333,Rodentia
Peromyscus dickeyi,27.423611,Rodentia
Peromyscus eremicus,32.167,Rodentia
Peromyscus fraterculus,31.285918,Rodentia
Peromyscus furvus,19.540619387373187,Rodentia
Peromyscus gossypinus,31.188338,Rodentia
Peromyscus grandis,15.1189,Rodentia
Peromyscus guardia,29.54,Rodentia
Peromyscus guatemalensis,15.57063,Rodentia
Peromyscus gymnotis,14.53384,Rodentia
Peromyscus hooperi,27.009164106299274,Rodentia
Peromyscus hylocetes,19.590191737920602,Rodentia
Peromyscus interparietalis,28.69,Rodentia
Peromyscus keeni,55.425833,Rodentia
Peromyscus madrensis,21.50158,Rodentia
Peromyscus mayensis,15.733333,Rodentia
Peromyscus megalops,17.488333,Rodentia
Peromyscus mekisturus,18.461667,Rodentia
Peromyscus melanocarpus,17.555833,Rodentia
Peromyscus melanotis,19.283333,Rodentia
Peromyscus melanurus,16.203056,Rodentia
Peromyscus merriami,31.57479,Rodentia
Peromyscus nudipes,9.86804,Rodentia
Peromyscus ochraventer,23.089167,Rodentia
Peromyscus pembertoni,27.966667,Rodentia
Peromyscus perfulvus,19.398184,Rodentia
Peromyscus polius,29.392275679861985,Rodentia
Peromyscus pseudocrinitus,26.113333,Rodentia
Peromyscus schmidlyi,23.820833,Rodentia
Peromyscus sejugis,25.282125,Rodentia
Peromyscus simulus,22.990278,Rodentia
Peromyscus slevini,25.650833,Rodentia
Peromyscus spicilegus,20.504722,Rodentia
Peromyscus stephani,28.700881,Rodentia
Peromyscus stirtoni,14.283333,Rodentia
Peromyscus winkelmanni,18.805556,Rodentia
Peromyscus yucatanicus,19.505419,Rodentia
Peromyscus zarhynchus,16.135278,Rodentia
Peropteryx kappleri,10.23,Chiroptera
Peropteryx leucoptera,2.25503,Chiroptera
Peropteryx macrotis,4.1533,Chiroptera
Peropteryx pallidoptera,-0.8,Chiroptera
Peropteryx trinitatis,7.566667,Chiroptera
Peroryctes raffrayana,-6.310363,Peramelemorphia
Petaurillus kinlochii,2.92,Rodentia
Petaurista magnificus,27.666666,Rodentia
Petaurista nobilis,26.928611,Rodentia
Petaurista xanthotis,34.589722,Rodentia
Petauroides volans,-32.902772,Diprotodontia
Petaurus abidi,-3.3963317588468027,Diprotodontia
Petaurus australis,-34.9442435,Diprotodontia
Petaurus biacensis,-1.038102,Diprotodontia
Petaurus gracilis,-18.4,Diprotodontia
Petaurus norfolcensis,-32.627445,Diprotodontia
Petinomys crinitus,8.3334,Rodentia
Petinomys genibarbis,2.92,Rodentia
Petinomys hageni,3.55,Rodentia
Petinomys lugens,-1.440524,Rodentia
Petinomys mindanensis,8.0666665,Rodentia
Petinomys setosus,2.37,Rodentia
Petinomys vordermanni,2.95,Rodentia
Petrodromus tetradactylus,-8.65,Macroscelidea
Petrogale assimilis,-19.153247999999998,Diprotodontia
Petrogale burbidgei,-14.5,Diprotodontia
Petrogale coenensis,-13.8167,Diprotodontia
Petrogale godmani,-15.9674585,Diprotodontia
Petrogale herberti,-24.37368,Diprotodontia
Petrogale inornata,-20.926667,Diprotodontia
Petrogale mareeba,-17.114608,Diprotodontia
Petrogale penicillata,-29.64518,Diprotodontia
Petrogale persephone,-20.2833,Diprotodontia
Petrogale purpureicollis,-20.7167,Diprotodontia
Petrogale rothschildi,-20.6,Diprotodontia
Petrogale sharmani,-18.8667,Diprotodontia
Petrogale wilkinsi,-13.498361500000001,Diprotodontia
Petromus typicus,-23.43333,Rodentia
Petromyscus barbouri,-31.03,Rodentia
Petromyscus collinus,-23.48,Rodentia
Petromyscus monticularis,-25.3,Rodentia
Petromyscus shortridgei,-19.84013,Rodentia
Petropseudes dahli,-13.506291000000001,Diprotodontia
Phacochoerus aethiopicus,-0.2295,Artiodactyla
Phalanger carmelitae,-6.75,Diprotodontia
Phalanger gymnotis,-5.2833,Diprotodontia
Phalanger intercastellanus,-6.1921,Diprotodontia
Phalanger matabiru,0.632104,Diprotodontia
Phalanger matanim,-5.13333,Diprotodontia
Phalanger mimicus,-4.5833,Diprotodontia
Phalanger ornatus,0.88,Diprotodontia
Phalanger sericeus,-6.610833,Diprotodontia
Phalanger vestitus,-3.5,Diprotodontia
Phaner electromontis,-13.47,Primates
Phaner furcifer,-19.9667,Primates
Phaner pallescens,-20.367004,Primates
Phaner parienti,-13.413642,Primates
Phascogale calura,-32.8,Dasyuromorphia
Phascogale pirata,-12.671014499999998,Dasyuromorphia
Phascogale tapoatafa,-36.2178,Dasyuromorphia
Phascolosorex doriae,-3.5,Dasyuromorphia
Phascolosorex dorsalis,-7.1667,Dasyuromorphia
Phenacomys intermedius,49.016667,Rodentia
Phenacomys ungava,56.883333,Rodentia
Philander andersoni,-0.083333,Didelphimorphia
Philander frenatus,-20.276389000000002,Didelphimorphia
Philander laniger,-0.0333,Didelphimorphia
Philander mcilhennyi,-8.666667,Didelphimorphia
Philantomba maxwellii,5.48151,Artiodactyla
Philantomba monticola,-9.68,Artiodactyla
Philantomba walteri,6.9909575,Artiodactyla
Philetor brachypterus,9.561315,Chiroptera
Philotrox condoni,43.299999,Carnivora
Phlaocyon leucosteus,42.265278,Carnivora
Phlaocyon mariae,42.75,Carnivora
Phlaocyon yatkolai,42.200001,Carnivora
Phloeomys cumingi,15.75905,Rodentia
Phloeomys pallidus,16.162,Rodentia
Phoca largha,66.25598453283364,Carnivora
Phocarctos hookeri,-46.1906645,Carnivora
Phocoena dioptrica,-51.068611,Cetacea
Phocoena sinus,31.591667,Cetacea
Phocoena spinipinnis,-13.883334999999999,Cetacea
Phodopus campbelli,47.08,Rodentia
Phodopus roborovskii,44.96,Rodentia
Phodopus sungorus,52.7025,Rodentia
Phoniscus atrox,5.19511,Chiroptera
Phoniscus jagorii,17.55,Chiroptera
Phoniscus papuensis,-30.081376,Chiroptera
Phylloderma stenops,4.283,Chiroptera
Phyllomys brasiliensis,-19.634701,Rodentia
Phyllomys lamarum,-11.78386,Rodentia
Phyllomys nigrispinus,-24.125,Rodentia
Phyllomys pattoni,-17.801667,Rodentia
Phyllomys thomasi,16.61,Rodentia
Phyllonycteris aphylla,18.433001,Chiroptera
Phyllonycteris poeyi,19.28333,Chiroptera
Phyllops falcatus,18.433331,Chiroptera
Phyllops silvai,22.666668,Chiroptera
Phyllostomus discolor,9.016667,Chiroptera
Phyllostomus elongatus,3.51,Chiroptera
Phyllostomus hastatus,5.35,Chiroptera
Phyllostomus latifolius,3.5166665,Chiroptera
Phyllotis amicus,-11.9,Rodentia
Phyllotis andium,-8.766666,Rodentia
Phyllotis anitae,-26.924999,Rodentia
Phyllotis bonariensis,-38.06486,Rodentia
Phyllotis caprinus,-21.45,Rodentia
Phyllotis darwini,-33.365762,Rodentia
Phyllotis definitus,-9.50763,Rodentia
Phyllotis haggardi,-0.872967,Rodentia
Phyllotis limatus,-16.393,Rodentia
Phyllotis magister,-17.45276,Rodentia
Phyllotis wolffsohni,-17.51667,Rodentia
Pierolapithecus catalaunicus,41.405277,Primates
Piliocolobus gordonorum,-7.743651,Primates
Piliocolobus kirkii,-6.2751,Primates
Piliocolobus oustaleti,2.58,Primates
Piliocolobus parmentieri,0.52941,Primates
Piliocolobus pennantii,0.5,Primates
Piliocolobus rufomitratus,-1.959119,Primates
Piliocolobus tephrosceles,0.460226,Primates
Piliocolobus tholloni,-2.678461,Primates
Pinocetus polonicus,50.520279,Artiodactyla
Pipanacoctomys aureus,-27.83565,Rodentia
Pipistrellus abramus,23.660493,Chiroptera
Pipistrellus adamsi,-12.753056,Chiroptera
Pipistrellus aero,2.28311,Chiroptera
Pipistrellus africanus,-23.852602407135205,Chiroptera
Pipistrellus angulatus,-4.5506,Chiroptera
Pipistrellus capensis,9.6666,Chiroptera
Pipistrellus ceylonicus,15.46667,Chiroptera
Pipistrellus collinus,-9.876,Chiroptera
Pipistrellus coromandra,26.33333,Chiroptera
Pipistrellus deserti,26.529,Chiroptera
Pipistrellus endoi,39.59889,Chiroptera
Pipistrellus grandidieri,-2.5432889999999997,Chiroptera
Pipistrellus hanaki,32.52,Chiroptera
Pipistrellus hesperidus,-7.70714,Chiroptera
Pipistrellus inexspectatus,-4.216667,Chiroptera
Pipistrellus maderensis,28.42,Chiroptera
Pipistrellus montanus,23.130719499999998,Chiroptera
Pipistrellus nanulus,3.883,Chiroptera
Pipistrellus nathusii,51.93,Chiroptera
Pipistrellus papuanus,-7.34149,Chiroptera
Pipistrellus paterculus,14.867,Chiroptera
Pipistrellus pipistrellus,49.2051,Chiroptera
Pipistrellus pygmaeus,52.73061,Chiroptera
Pipistrellus raceyi,-20.07633,Chiroptera
Pipistrellus rendalli,7.0944,Chiroptera
Pipistrellus rueppellii,4.00722,Chiroptera
Pipistrellus rusticus,-15.22274,Chiroptera
Pipistrellus stenopterus,3.25833,Chiroptera
Pipistrellus tenuis,14.9415,Chiroptera
Pipistrellus wattsi,-6.6175,Chiroptera
Pipistrellus westralis,-14.748611,Chiroptera
Piscobalaena nana,-15.482778,Cetacea
Pithecheir melanurus,-6.73058,Rodentia
Pithecheir parvus,3.1417,Rodentia
Pithecheirops otion,4.97,Rodentia
Pithecia aequatorialis,-3.333333,Primates
Pithecia cazuzai,-2.436535,Primates
Pithecia chrysocephala,-3.0969315,Primates
Pithecia hirsuta,-3.760339,Primates
Pithecia irrorata,-12.2,Primates
Pithecia isabela,-4.833333,Primates
Pithecia milleri,-0.049622,Primates
Pithecia napensis,-0.638063,Primates
Pithecia pissinattii,-3.741521,Primates
Pithecia rylandsi,-12.069995,Primates
Pithecus antiquus,48.470001,Primates
Plagiodontia aedium,18.92197,Rodentia
Plagiodontia ipnaeum,19.095,Rodentia
Planigale gilesi,-29.551357,Dasyuromorphia
Planigale ingrami,-17.595326,Dasyuromorphia
Planigale tenuirostris,-29.916,Dasyuromorphia
Platacanthomys lasiurus,11.928035,Rodentia
Platalina genovensium,-15.794616,Chiroptera
Platanista gangetica,26.607225,Cetacea
Platanista minor,27.666667,Cetacea
Platodontopithecus jianghuaiensis,33.450001,Primates
Platygonus compressus,29.41,Artiodactyla
Platymops setiger,0.433333,Chiroptera
Platyrrhinus albericoi,5.0500975,Chiroptera
Platyrrhinus aurarius,5.125,Chiroptera
Platyrrhinus brachycephalus,-2.5815219346723763,Chiroptera
Platyrrhinus dorsalis,3.766333,Chiroptera
Platyrrhinus infuscus,-11.3,Chiroptera
Platyrrhinus ismaeli,-5.4,Chiroptera
Platyrrhinus masu,-13.054669,Chiroptera
Platyrrhinus matapalensis,-1.58,Chiroptera
Platyrrhinus recifinus,-22.383,Chiroptera
Platyrrhinus umbratus,10.43,Chiroptera
Platyrrhinus vittatus,8.12,Chiroptera
Plecotus auritus,52.069353,Chiroptera
Plecotus balensis,7.947717,Chiroptera
Plecotus homochrous,29.358333000000002,Chiroptera
Plecotus kolombatovici,43.25983,Chiroptera
Plecotus kozlovi,45.261815,Chiroptera
Plecotus ognevi,50.84,Chiroptera
Plecotus sacrimontis,35.841133223888846,Chiroptera
Plecotus sardus,40.258057,Chiroptera
Plecotus strelkovi,36.2339,Chiroptera
Plecotus taivanus,24.366454,Chiroptera
Plecturocebus aureipalatii,-12.875409,Primates
Plecturocebus brunneus,-12.7112885,Primates
Plecturocebus caligatus,-4.3583335000000005,Primates
Plecturocebus cupreus,-3.878646,Primates
Plecturocebus hoffmannsi,-3.3,Primates
Plecturocebus miltoni,-8.477052,Primates
Plecturocebus moloch,-4.92,Primates
Plecturocebus oenanthe,-7.044167,Primates
Plecturocebus pallescens,-19.9990185,Primates
Plecturocebus toppini,-12.279633,Primates
Plerotes anchietae,-10.560279999999999,Chiroptera
Plesiobalaenoptera quarantellii,44.833332,Cetacea
Pliogulo dudleyi,31.554861,Carnivora
Podogymnura aureospinula,10.34,Erinaceomorpha
