"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"4495","Neoromicia melckorum","Vespertilionidae",5.07,0
"4496","Neoromicia nanus","Vespertilionidae",3.88,1
"4497","Neoromicia brunneus","Vespertilionidae",9.56,2
"4498","Neoromicia zuluensis","Vespertilionidae",4.14,1
"4499","Neoromicia rendalli","Vespertilionidae",6.42,1
"4500","Chalinolobus dwyeri","Vespertilionidae",9.03,1
"4501","Chalinolobus picatus","Vespertilionidae",5.1,1
"4502","Chalinolobus tuberculatus","Vespertilionidae",8.5,1
"4503","Chalinolobus nigrogriseus","Vespertilionidae",8.8,1
"4504","Chalinolobus neocaledonicus","Vespertilionidae",8.71,0
"4505","Chalinolobus morio","Vespertilionidae",8.77,1
"4506","Chalinolobus gouldii","Vespertilionidae",14.47,1
"4507","Eudiscopus denticulus","Vespertilionidae",9.56,2
"4508","Falsistrellus petersi","Vespertilionidae",22.77,0
"4509","Falsistrellus mordax","Vespertilionidae",10.23,2
"4510","Falsistrellus tasmaniensis","Vespertilionidae",22.54,1
"4511","Falsistrellus affinis","Vespertilionidae",10.23,2
"4512","Falsistrellus mackenziei","Vespertilionidae",23,1
"4513","Glauconycteris humeralis","Vespertilionidae",5.49,1
"4514","Glauconycteris alboguttata","Vespertilionidae",8.42,2
"4515","Glauconycteris argentata","Vespertilionidae",9.3,1
"4516","Glauconycteris beatrix","Vespertilionidae",7.5,1
"4517","Glauconycteris curryae","Vespertilionidae",8.11,0
"4518","Glauconycteris gleni","Vespertilionidae",10.81,1
"4519","Glauconycteris kenyacola","Vespertilionidae",7.17,1
"4520","Glauconycteris machadoi","Vespertilionidae",8.11,0
"4521","Glauconycteris poensis","Vespertilionidae",6.91,1
"4522","Glauconycteris superba","Vespertilionidae",8.42,2
"4523","Glauconycteris variegata","Vespertilionidae",11.25,1
"4524","Glauconycteris egeria","Vespertilionidae",8.42,2
"4525","Histiotus velatus","Vespertilionidae",11.2,1
"4526","Histiotus alienus","Vespertilionidae",10.42,2
"4527","Histiotus humboldti","Vespertilionidae",11.1,0
"4528","Histiotus laephotis","Vespertilionidae",11.1,0
"4529","Histiotus magellanicus","Vespertilionidae",11.1,0
"4530","Histiotus macrotus","Vespertilionidae",11,1
"4531","Histiotus montanus","Vespertilionidae",10.42,2
"4532","Hypsugo kitcheneri","Vespertilionidae",9.56,2
"4533","Hypsugo bodenheimeri","Vespertilionidae",2.73,1
"4534","Hypsugo vordermanni","Vespertilionidae",5.12,0
"4535","Hypsugo savii","Vespertilionidae",6.3,1
"4536","Hypsugo pulveratus","Vespertilionidae",5.53,1
"4537","Hypsugo musciculus","Vespertilionidae",5.12,0
"4538","Hypsugo alaschanicus","Vespertilionidae",5.12,0
"4539","Hypsugo lophurus","Vespertilionidae",9.56,2
"4540","Hypsugo joffrei","Vespertilionidae",5.12,0
"4541","Hypsugo imbricatus","Vespertilionidae",6.29,1
"4542","Hypsugo eisentrauti","Vespertilionidae",6.11,1
"4543","Hypsugo cadornae","Vespertilionidae",6.69,1
"4544","Hypsugo ariel","Vespertilionidae",5.12,0
"4545","Hypsugo arabicus","Vespertilionidae",3.17,1
"4546","Hypsugo anthonyi","Vespertilionidae",12.15,2
"4547","Hypsugo anchietae","Vespertilionidae",9.56,2
"4548","Hypsugo macrotis","Vespertilionidae",9.56,2
"4549","Hypsugo crassulus","Vespertilionidae",6.09,1
"4550","Ia io","Vespertilionidae",49.2,1
"4551","Laephotis angolensis","Vespertilionidae",7.48,2
"4552","Laephotis botswanae","Vespertilionidae",7.2,1
"4553","Laephotis namibensis","Vespertilionidae",7.48,2
"4554","Laephotis wintoni","Vespertilionidae",6,1
"4555","Mimetillus moloneyi","Vespertilionidae",8.8,1
"4556","Philetor brachypterus","Vespertilionidae",10.93,1
"4557","Tylonycteris robustula","Vespertilionidae",7.62,1
"4558","Tylonycteris pachypus","Vespertilionidae",3.58,1
"4559","Vespadelus caurinus","Vespertilionidae",3.1,1
"4560","Vespadelus darlingtoni","Vespertilionidae",6.06,1
"4561","Vespadelus douglasorum","Vespertilionidae",4.99,1
"4562","Vespadelus finlaysoni","Vespertilionidae",4.64,0
"4563","Vespadelus pumilus","Vespertilionidae",5.4,1
"4564","Vespadelus regulus","Vespertilionidae",5.05,1
"4565","Vespadelus troughtoni","Vespertilionidae",4.64,0
"4566","Vespadelus vulturnus","Vespertilionidae",3.77,1
"4567","Vespadelus baverstocki","Vespertilionidae",4.8,1
"4568","Vespertilio murinus","Vespertilionidae",18.7,1
"4569","Vespertilio sinensis","Vespertilionidae",24.3,1
"4570","Antrozous pallidus","Vespertilionidae",20.8,1
"4571","Bauerus dubiaquercus","Vespertilionidae",22.22,1
"4572","Cistugo seabrae","Vespertilionidae",8.35,0
"4573","Cistugo lesueuri","Vespertilionidae",7.26,2
"4574","Lasionycteris noctivagans","Vespertilionidae",10.46,1
"4575","Myotis nigricans","Vespertilionidae",4.24,1
"4576","Myotis nesopolus","Vespertilionidae",3.5,1
"4577","Myotis nattereri","Vespertilionidae",7.14,1
"4578","Myotis mystacinus","Vespertilionidae",4.99,1
"4579","Myotis macropus","Vespertilionidae",7.74,0
"4580","Myotis nipalensis","Vespertilionidae",7.74,0
"4581","Myotis occultus","Vespertilionidae",8.79,1
"4582","Myotis myotis","Vespertilionidae",24.79,1
"4583","Myotis muricola","Vespertilionidae",4.09,1
"4584","Myotis morrisi","Vespertilionidae",9.01,2
"4585","Myotis montivagus","Vespertilionidae",8.3,1
"4586","Myotis moluccarum","Vespertilionidae",7.74,0
"4587","Myotis melanorhinus","Vespertilionidae",7.74,0
"4588","Myotis keenii","Vespertilionidae",6.27,1
"4589","Myotis grisescens","Vespertilionidae",10.54,1
"4590","Myotis hajastanicus","Vespertilionidae",7.74,0
"4591","Myotis hasseltii","Vespertilionidae",8.75,1
"4592","Myotis hermani","Vespertilionidae",7.74,0
"4593","Myotis horsfieldii","Vespertilionidae",6.26,1
"4594","Myotis hosonoi","Vespertilionidae",7.74,0
"4595","Myotis ikonnikovi","Vespertilionidae",5.62,2
"4596","Myotis martiniquensis","Vespertilionidae",5.9,2
"4597","Myotis keaysi","Vespertilionidae",5.3,1
"4598","Myotis macrotarsus","Vespertilionidae",12.5,1
"4599","Myotis laniger","Vespertilionidae",7.74,0
"4600","Myotis leibii","Vespertilionidae",5.13,1
"4601","Myotis levis","Vespertilionidae",5.5,1
"4602","Myotis longipes","Vespertilionidae",7.25,2
"4603","Myotis lucifugus","Vespertilionidae",7.65,1
"4604","Myotis macrodactylus","Vespertilionidae",7.2,1
"4605","Myotis ozensis","Vespertilionidae",7.74,0
"4606","Myotis insularum","Vespertilionidae",6.52,2
"4607","Myotis ridleyi","Vespertilionidae",4.5,1
"4608","Myotis oxygnathus","Vespertilionidae",21.23,1
"4609","Myotis sodalis","Vespertilionidae",6.91,1
"4610","Myotis simus","Vespertilionidae",8.2,1
"4611","Myotis siligorensis","Vespertilionidae",2.7,1
"4612","Myotis pruinosus","Vespertilionidae",7.25,2
"4613","Myotis thysanodes","Vespertilionidae",8.13,1
"4614","Myotis ricketti","Vespertilionidae",7.74,0
"4615","Myotis tricolor","Vespertilionidae",13.94,1
"4616","Myotis riparius","Vespertilionidae",5.55,1
"4617","Myotis sicarius","Vespertilionidae",17.43,2
"4618","Myotis septentrionalis","Vespertilionidae",7.74,0
"4619","Myotis scotti","Vespertilionidae",6.86,2
"4620","Myotis schaubi","Vespertilionidae",9.46,2
"4621","Myotis ruber","Vespertilionidae",5,1
"4622","Myotis punicus","Vespertilionidae",7.74,0
"4623","Myotis dominicensis","Vespertilionidae",5.9,2
"4624","Myotis oxyotus","Vespertilionidae",5.5,1
"4625","Myotis rosseti","Vespertilionidae",3.29,1
"4626","Myotis peninsularis","Vespertilionidae",7.26,2
"4627","Myotis pequinius","Vespertilionidae",9.52,2
"4628","Myotis planiceps","Vespertilionidae",5.36,2
"4629","Myotis stalkeri","Vespertilionidae",9.05,2
"4630","Myotis yumanensis","Vespertilionidae",5.39,1
"4631","Myotis oreias","Vespertilionidae",8.31,2
"4632","Myotis yesoensis","Vespertilionidae",7.74,0
"4633","Myotis yanbarensis","Vespertilionidae",7.74,0
"4634","Myotis welwitschii","Vespertilionidae",15.5,1
"4635","Myotis volans","Vespertilionidae",8.46,1
"4636","Myotis vivesi","Vespertilionidae",25,1
"4637","Myotis velifer","Vespertilionidae",10.1,1
"4638","Myotis goudoti","Vespertilionidae",5.56,1
"4639","Myotis annectans","Vespertilionidae",9.8,1
"4640","Myotis bombinus","Vespertilionidae",9.46,2
"4641","Myotis bocagii","Vespertilionidae",7.93,1
"4642","Myotis blythii","Vespertilionidae",22.47,1
"4643","Myotis bechsteinii","Vespertilionidae",9.47,1
"4644","Myotis austroriparius","Vespertilionidae",6.84,1
"4645","Myotis australis","Vespertilionidae",5.62,2
"4646","Myotis auriculus","Vespertilionidae",36.99,1
"4647","Myotis brandtii","Vespertilionidae",5.3,1
"4648","Myotis atacamensis","Vespertilionidae",6.77,1
"4649","Myotis albescens","Vespertilionidae",5.3,1
"4650","Myotis annamiticus","Vespertilionidae",7.74,0
"4651","Myotis anjouanensis","Vespertilionidae",7.74,0
"4652","Myotis altarium","Vespertilionidae",11,1
"4653","Myotis alcathoe","Vespertilionidae",7.74,0
"4654","Myotis gomantongensis","Vespertilionidae",7.74,0
"4655","Myotis aelleni","Vespertilionidae",7.26,2
"4656","Myotis emarginatus","Vespertilionidae",7.66,1
"4657","Myotis abei","Vespertilionidae",7.74,0
"4658","Myotis ater","Vespertilionidae",7.74,0
"4659","Myotis evotis","Vespertilionidae",6.7,1
"4660","Myotis bucharensis","Vespertilionidae",7.74,0
"4661","Myotis frater","Vespertilionidae",7.55,1
"4662","Myotis fortidens","Vespertilionidae",4.35,1
"4663","Myotis formosus","Vespertilionidae",7,1
"4664","Myotis findleyi","Vespertilionidae",5.9,2
"4665","Myotis adversus","Vespertilionidae",10.55,1
"4666","Myotis fimbriatus","Vespertilionidae",7.74,0
"4667","Myotis elegans","Vespertilionidae",4.05,1
"4668","Myotis davidii","Vespertilionidae",7.74,0
"4669","Myotis chiloensis","Vespertilionidae",6.75,1
"4670","Myotis californicus","Vespertilionidae",4.6,1
"4671","Myotis capaccinii","Vespertilionidae",7.44,1
"4672","Myotis daubentonii","Vespertilionidae",7.63,1
"4673","Myotis chinensis","Vespertilionidae",42,1
"4674","Myotis ciliolabrum","Vespertilionidae",4.89,1
"4675","Myotis cobanensis","Vespertilionidae",7.26,2
"4676","Myotis csorbai","Vespertilionidae",7.74,0
"4677","Myotis dasycneme","Vespertilionidae",14.13,1
"4678","Miniopterus shortridgei","Vespertilionidae",9.76,0
"4679","Miniopterus majori","Vespertilionidae",9,1
"4680","Miniopterus inflatus","Vespertilionidae",14.2,1
"4681","Miniopterus gleni","Vespertilionidae",9,1
"4682","Miniopterus fuscus","Vespertilionidae",10.73,1
"4683","Miniopterus fraterculus","Vespertilionidae",7.3,1
"4684","Miniopterus australis","Vespertilionidae",6.15,1
"4685","Miniopterus manavi","Vespertilionidae",7,1
"4686","Miniopterus africanus","Vespertilionidae",9.76,0
"4687","Miniopterus magnater","Vespertilionidae",14.07,1
"4688","Miniopterus medius","Vespertilionidae",11.4,1
"4689","Miniopterus minor","Vespertilionidae",7.01,1
"4690","Miniopterus natalensis","Vespertilionidae",10.43,1
"4691","Miniopterus paululus","Vespertilionidae",9.76,0
"4692","Miniopterus pusillus","Vespertilionidae",8.61,1
"4693","Miniopterus robustior","Vespertilionidae",12.06,2
"4694","Miniopterus schreibersii","Vespertilionidae",11.46,1
"4695","Miniopterus tristis","Vespertilionidae",15.75,1
"4696","Minopterus macrocneme","Vespertilionidae",9.83,0
"4697","Harpiocephalus harpia","Vespertilionidae",16.31,1
"4698","Harpiocephalus mordax","Vespertilionidae",16.31,0
"4699","Murina tenebrosa","Vespertilionidae",5.74,2
"4700","Murina aenea","Vespertilionidae",7.38,1
"4701","Murina tubinaris","Vespertilionidae",5.45,1
"4702","Murina suilla","Vespertilionidae",3.63,1
"4703","Murina silvatica","Vespertilionidae",5.92,0
"4704","Murina ryukyuana","Vespertilionidae",5.92,0
"4705","Murina rozendaali","Vespertilionidae",4.55,1
"4706","Murina puta","Vespertilionidae",6.73,2
"4707","Murina leucogaster","Vespertilionidae",7.55,1
"4708","Murina huttoni","Vespertilionidae",7.6,1
"4709","Murina hilgendorfi","Vespertilionidae",5.92,0
"4710","Murina fusca","Vespertilionidae",6.23,2
"4711","Murina florium","Vespertilionidae",4.25,1
"4712","Murina aurata","Vespertilionidae",5.74,2
"4713","Murina ussuriensis","Vespertilionidae",5.74,2
"4714","Murina cyclotis","Vespertilionidae",9.28,1
"4715","Murina grisea","Vespertilionidae",6.58,2
"4716","Kerivoula lenis","Vespertilionidae",4.9,0
"4717","Kerivoula agnella","Vespertilionidae",5.03,2
"4718","Kerivoula argentata","Vespertilionidae",10,1
"4719","Kerivoula cuprosa","Vespertilionidae",5.03,2
"4720","Kerivoula eriophora","Vespertilionidae",5.03,2
"4721","Kerivoula flora","Vespertilionidae",5.95,1
"4722","Kerivoula hardwickii","Vespertilionidae",4.55,1
"4723","Kerivoula africana","Vespertilionidae",4.9,0
"4724","Kerivoula lanosa","Vespertilionidae",6.5,1
"4725","Kerivoula smithii","Vespertilionidae",5.03,2
"4726","Kerivoula minuta","Vespertilionidae",2.07,1
"4727","Kerivoula muscina","Vespertilionidae",5.15,1
"4728","Kerivoula myrella","Vespertilionidae",6.5,1
"4729","Kerivoula papillosa","Vespertilionidae",9.8,1
"4730","Kerivoula pellucida","Vespertilionidae",4.13,1
"4731","Kerivoula phalaena","Vespertilionidae",3,1
"4732","Kerivoula picta","Vespertilionidae",4.5,1
"4733","Kerivoula whiteheadi","Vespertilionidae",3.95,1
"4734","Kerivoula intermedia","Vespertilionidae",3.55,1
"4735","Phoniscus papuensis","Vespertilionidae",6.32,1
"4736","Phoniscus jagorii","Vespertilionidae",4.7,1
"4737","Phoniscus atrox","Vespertilionidae",4.81,1
"4738","Phoniscus aerosa","Vespertilionidae",5.23,0
"4739","Mormoops blainvillei","Mormoopidae",8.69,1
"4740","Mormoops megalophylla","Mormoopidae",15.81,1
"4741","Mormoops magna","Mormoopidae",11.72,0
"4742","Pteronotus davyi","Mormoopidae",9.21,1
"4743","Pteronotus gymnonotus","Mormoopidae",14.43,1
"4744","Pteronotus quadridens","Mormoopidae",5.16,1
"4745","Pteronotus macleayii","Mormoopidae",5.35,1
"4746","Pteronotus parnellii","Mormoopidae",19.67,1
"4747","Pteronotus pristinus","Mormoopidae",9.25,0
"4748","Pteronotus personatus","Mormoopidae",8.71,1
"4749","Noctilio leporinus","Noctilionidae",58.32,1
"4750","Noctilio albiventris","Noctilionidae",30.85,1
"4751","Amorphochilus schnablii","Furipteridae",3.3,1
"4752","Furipterus horrens","Furipteridae",3.18,1
"4753","Thyroptera discifera","Thyropteridae",3.1,1
"4754","Thyroptera lavali","Thyropteridae",3.67,0
"4755","Thyroptera tricolor","Thyropteridae",4.36,1
"4756","Chilonatalus micropus","Natalidae",2.5,1
"4757","Chilonatalus tumidifrons","Natalidae",3.62,1
"4758","Natalus jamaicensis","Natalidae",5.76,0
"4759","Natalus major","Natalidae",5.76,0
"4760","Natalus primus","Natalidae",5.76,0
"4761","Natalus tumidirostris","Natalidae",6.05,1
"4762","Natalus stramineus","Natalidae",5.48,1
"4763","Nyctiellus lepidus","Natalidae",4.48,2
"4764","Manis crassicaudata","Manidae",8457.33,1
"4765","Manis pentadactyla","Manidae",4675,1
"4766","Manis culionensis","Manidae",5982.25,0
"4767","Manis javanica","Manidae",5150,1
"4768","Manis temminckii","Manidae",7179.93,1
"4769","Manis gigantea","Manidae",32999.7,1
"4770","Manis tetradactyla","Manidae",2749.98,1
"4771","Manis tricuspis","Manidae",2066.67,1
"4772","Acinonyx jubatus","Felidae",46700,1
"4773","Caracal caracal","Felidae",13749.91,1
"4774","Catopuma badia","Felidae",2500,1
"4775","Catopuma temminckii","Felidae",11500,1
"4776","Felis catus","Felidae",2884.8,1
"4777","Felis silvestris","Felidae",5099.99,1
"4778","Felis nigripes","Felidae",1299.99,1
"4779","Felis margarita","Felidae",2524.99,1
"4780","Felis chaus","Felidae",7392.98,1
"4781","Felis bieti","Felidae",5500,1
"4782","Felis manul","Felidae",3050,1
"4783","Leopardus guigna","Felidae",5157.94,0
"4784","Leopardus tigrinus","Felidae",2250,1
"4785","Leopardus pardalis","Felidae",11900.08,1
"4786","Leopardus wiedii","Felidae",3249.97,1
"4787","Leopardus geoffroyi","Felidae",5157.94,0
"4788","Leopardus colocolo","Felidae",5157.94,0
"4789","Leopardus braccatus","Felidae",5157.94,0
"4790","Leopardus pajeros","Felidae",5157.94,0
"4791","Leopardus jacobitus","Felidae",8133.78,1
"4792","Leptailurus serval","Felidae",11999.97,1
"4793","Lynx pardinus","Felidae",9400,1
"4794","Lynx rufus","Felidae",8904.1,1
"4795","Lynx lynx","Felidae",17950,1
"4796","Lynx canadensis","Felidae",9373.25,1
"4797","Pardofelis marmorata","Felidae",2854.25,1
"4798","Prionailurus bengalensis","Felidae",3300,1
"4799","Prionailurus iriomotensis","Felidae",3700,1
"4800","Prionailurus planiceps","Felidae",6750,1
"4801","Prionailurus rubiginosus","Felidae",1384.38,1
"4802","Prionailurus viverrinus","Felidae",9140.33,1
"4803","Profelis aurata","Felidae",10650.01,1
"4804","Puma yagouaroundi","Felidae",6875,1
"4805","Puma concolor","Felidae",51600.04,1
"4806","Neofelis nebulosa","Felidae",19675.75,1
"4807","Panthera leo","Felidae",161499.06,1
"4808","Panthera tigris","Felidae",162564,1
"4809","Panthera onca","Felidae",1e+05,1
"4810","Panthera pardus","Felidae",52038.22,1
"4811","Uncia uncia","Felidae",44167,1
"4812","Prionodon linsang","Viverridae",700,1
"4813","Prionodon pardicolor","Viverridae",512,1
"4814","Civettictis civetta","Viverridae",11999.97,1
"4815","Genetta tigrina","Viverridae",2225,1
"4816","Genetta abyssinica","Viverridae",1649.99,1
"4817","Genetta angolensis","Viverridae",1649.99,1
"4818","Genetta bourloni","Viverridae",1821.97,0
"4819","Genetta cristata","Viverridae",1863.23,1
"4820","Genetta genetta","Viverridae",1800,1
"4821","Genetta johnstoni","Viverridae",2225,1
"4822","Genetta pardina","Viverridae",1821.97,0
"4823","Genetta poensis","Viverridae",1821.97,0
"4824","Genetta thierryi","Viverridae",1400.01,1
"4825","Genetta victoriae","Viverridae",2999.99,1
"4826","Genetta servalina","Viverridae",1054.99,1
"4827","Genetta piscivora","Viverridae",1648.05,1
"4828","Genetta maculata","Viverridae",2225,1
"4829","Poiana richardsonii","Viverridae",500,1
"4830","Poiana leightoni","Viverridae",500,0
"4831","Viverra civettina","Viverridae",12793.81,1
"4832","Viverra zibetha","Viverridae",9500,1
"4833","Viverra tangalunga","Viverridae",6885,1
"4834","Viverra megaspila","Viverridae",9250,1
"4835","Viverricula indica","Viverridae",2908.43,1
"4836","Arctictis binturong","Viverridae",9875,1
"4837","Arctogalidia trivirgata","Viverridae",2250,1
"4838","Macrogalidia musschenbroekii","Viverridae",4000,1
"4839","Paguma larvata","Viverridae",4300,1
"4840","Paradoxurus zeylonensis","Viverridae",2780.75,1
"4841","Paradoxurus jerdoni","Viverridae",2780.75,1
"4842","Paradoxurus hermaphroditus","Viverridae",3156.66,1
"4843","Chrotogale owstoni","Viverridae",3250,1
"4844","Cynogale bennettii","Viverridae",4500,1
"4845","Diplogale hosei","Viverridae",3124.89,2
"4846","Hemigalus derbyanus","Viverridae",2322.5,1
"4847","Cryptoprocta ferox","Eupleridae",9500,1
"4848","Eupleres goudotii","Eupleridae",3000,1
"4849","Fossa fossana","Eupleridae",1500,1
"4850","Galidia elegans","Eupleridae",800,1
"4851","Galidictis grandidieri","Eupleridae",1400,1
"4852","Galidictis fasciata","Eupleridae",550,1
"4853","Mungotictis decemlineata","Eupleridae",650,1
"4854","Salanoia concolor","Eupleridae",650,1
"4855","Nandinia binotata","Nandiniidae",2000,1
"4856","Atilax paludinosus","Herpestidae",3299.97,1
"4857","Bdeogale crassicauda","Herpestidae",1549.99,1
"4858","Bdeogale jacksoni","Herpestidae",2500,1
"4859","Bdeogale nigripes","Herpestidae",2500,1
"4860","Crossarchus platycephalus","Herpestidae",1250,1
"4861","Crossarchus obscurus","Herpestidae",1250,1
"4862","Crossarchus ansorgei","Herpestidae",700,1
"4863","Crossarchus alexandri","Herpestidae",1500,1
"4864","Cynictis penicillata","Herpestidae",836.01,1
"4865","Dologale dybowskii","Herpestidae",350,1
"4866","Galerella sanguinea","Herpestidae",550,1
"4867","Galerella pulverulenta","Herpestidae",797,1
"4868","Galerella flavescens","Herpestidae",750,1
"4869","Galerella ochracea","Herpestidae",690.18,0
"4870","Helogale hirtula","Herpestidae",289,1
"4871","Helogale parvula","Herpestidae",300,1
"4872","Herpestes brachyurus","Herpestidae",1853.52,1
"4873","Herpestes vitticollis","Herpestidae",2575.59,1
"4874","Herpestes urva","Herpestidae",1863.2,1
"4875","Herpestes smithii","Herpestidae",1781.95,1
"4876","Herpestes semitorquatus","Herpestidae",1916.01,2
"4877","Herpestes naso","Herpestidae",2999.99,1
"4878","Herpestes javanicus","Herpestidae",750,1
"4879","Herpestes ichneumon","Herpestidae",5174.98,1
"4880","Herpestes edwardsi","Herpestidae",1304.67,1
"4881","Herpestes fuscus","Herpestidae",1984.74,0
"4882","Ichneumia albicauda","Herpestidae",3500.02,1
"4883","Liberiictis kuhni","Herpestidae",2150.01,1
"4884","Mungos mungo","Herpestidae",1925,1
"4885","Mungos gambianus","Herpestidae",1500,1
"4886","Paracynictis selousi","Herpestidae",1639.99,1
"4887","Rhynchogale melleri","Herpestidae",2500,1
"4888","Suricata suricatta","Herpestidae",725.5,1
"4889","Crocuta crocuta","Hyaenidae",66492.06,1
"4890","Hyaena hyaena","Hyaenidae",41705.11,1
"4891","Hyaena brunnea","Hyaenidae",42977.93,1
"4892","Proteles cristata","Hyaenidae",8139.39,1
"4893","Vulpes vulpes","Canidae",5476.17,1
"4894","Vulpes cana","Canidae",936.85,1
"4895","Vulpes chama","Canidae",2955.02,1
"4896","Vulpes corsac","Canidae",2400,1
"4897","Vulpes ferrilata","Canidae",5000,1
"4898","Vulpes rueppellii","Canidae",3249.97,1
"4899","Vulpes zerda","Canidae",1100,1
"4900","Vulpes bengalensis","Canidae",2726,1
"4901","Vulpes velox","Canidae",2197.51,1
"4902","Vulpes lagopus","Canidae",3584.37,1
"4903","Vulpes macrotis","Canidae",4499.97,1
"4904","Vulpes pallida","Canidae",2800.01,1
"4905","Atelocynus microtis","Canidae",7749.97,1
"4906","Canis aureus","Canidae",10345.23,1
"4907","Canis latrans","Canidae",13406.33,1
"4908","Canis lupus","Canidae",32183.33,1
"4909","Canis mesomelas","Canidae",8500.02,1
"4910","Canis simensis","Canidae",10000,1
"4911","Canis adustus","Canidae",10249.91,1
"4912","Cerdocyon thous","Canidae",5239.98,1
"4913","Chrysocyon brachyurus","Canidae",23249.84,1
"4914","Cuon alpinus","Canidae",14173.33,1
"4915","Dusicyon australis","Canidae",50003.45,1
"4916","Lycalopex fulvipes","Canidae",5146.58,0
"4917","Lycalopex vetulus","Canidae",4233.47,1
"4918","Lycalopex sechurae","Canidae",4234,1
"4919","Lycalopex griseus","Canidae",5146.58,0
"4920","Lycalopex culpaeus","Canidae",8616.24,1
"4921","Lycalopex gymnocercus","Canidae",4542.67,1
"4922","Lycaon pictus","Canidae",22050.07,1
"4923","Nyctereutes procyonoides","Canidae",4040,1
"4924","Otocyon megalotis","Canidae",4150.02,1
"4925","Speothos venaticus","Canidae",5999.98,1
"4926","Urocyon cinereoargenteus","Canidae",3833.72,1
"4927","Urocyon littoralis","Canidae",1896,1
"4928","Odobenus rosmarus","Odobenidae",825000,1
"4929","Cystophora cristata","Phocidae",288333.5,1
"4930","Erignathus barbatus","Phocidae",280000,1
"4931","Halichoerus grypus","Phocidae",157667,1
"4932","Histriophoca fasciata","Phocidae",90000,1
"4933","Hydrurga leptonyx","Phocidae",360000,1
"4934","Leptonychotes weddellii","Phocidae",4e+05,1
"4935","Lobodon carcinophaga","Phocidae",224999.99,1
"4936","Mirounga angustirostris","Phocidae",750000,1
"4937","Mirounga leonina","Phocidae",1600000,1
"4938","Monachus tropicalis","Phocidae",2e+05,1
"4939","Monachus schauinslandi","Phocidae",223000,1
"4940","Monachus monachus","Phocidae",292500,1
"4941","Ommatophoca rossii","Phocidae",250000,1
"4942","Pagophilus groenlandicus","Phocidae",132250,1
"4943","Phoca vitulina","Phocidae",1e+05,1
"4944","Phoca largha","Phocidae",150000,1
"4945","Pusa caspica","Phocidae",62326.2,1
"4946","Pusa sibirica","Phocidae",89499.99,1
"4947","Pusa hispida","Phocidae",70963.6,1
"4948","Mustela sibirica","Mustelidae",405,1
"4949","Mustela itatsi","Mustelidae",57,1
"4950","Mustela eversmanii","Mustelidae",1684.21,1
"4951","Mustela erminea","Mustelidae",119.38,1
"4952","Mustela subpalmata","Mustelidae",350.52,0
"4953","Mustela strigidorsa","Mustelidae",1500,1
"4954","Mustela putorius","Mustelidae",915.37,1
"4955","Mustela nivalis","Mustelidae",103.88,1
"4956","Mustela nigripes","Mustelidae",850,1
"4957","Mustela lutreolina","Mustelidae",706.6,1
"4958","Mustela nudipes","Mustelidae",500,1
"4959","Mustela kathiah","Mustelidae",208.08,1
"4960","Mustela frenata","Mustelidae",147,1
"4961","Mustela felipei","Mustelidae",211.3,1
"4962","Mustela altaica","Mustelidae",171,1
"4963","Mustela africana","Mustelidae",536.99,1
"4964","Mustela lutreola","Mustelidae",440,1
"4965","Arctonyx collaris","Mustelidae",6356,1
"4966","Eira barbara","Mustelidae",3910.03,1
"4967","Galictis cuja","Mustelidae",1000,1
"4968","Galictis vittata","Mustelidae",3200,1
"4969","Gulo gulo","Mustelidae",17012.56,1
"4970","Ictonyx striatus","Mustelidae",1299.99,1
"4971","Ictonyx libyca","Mustelidae",2062.5,1
"4972","Lyncodon patagonicus","Mustelidae",225,1
"4973","Martes flavigula","Mustelidae",1842.5,1
"4974","Martes foina","Mustelidae",1540.8,1
"4975","Martes gwatkinsii","Mustelidae",2043,1
"4976","Martes martes","Mustelidae",1300,1
"4977","Martes melampus","Mustelidae",1000,1
"4978","Martes pennanti","Mustelidae",4000,1
"4979","Martes zibellina","Mustelidae",1130,1
"4980","Martes americana","Mustelidae",1250,1
"4981","Meles meles","Mustelidae",13000,1
"4982","Meles leucurus","Mustelidae",13000,0
"4983","Meles anakuma","Mustelidae",13000,0
"4984","Mellivora capensis","Mustelidae",8500,1
"4985","Melogale everetti","Mustelidae",1500,1
"4986","Melogale moschata","Mustelidae",805.25,1
"4987","Melogale orientalis","Mustelidae",2000,1
"4988","Melogale personata","Mustelidae",1702.5,1
"4989","Neovison vison","Mustelidae",1150,1
"4990","Neovison macrodon","Mustelidae",1150,0
"4991","Poecilogale albinucha","Mustelidae",340,1
"4992","Taxidea taxus","Mustelidae",7107.55,1
"4993","Vormela peregusna","Mustelidae",450.38,1
"4994","Aonyx capensis","Mustelidae",18999.84,1
"4995","Aonyx cinerea","Mustelidae",3527.59,1
"4996","Enhydra lutris","Mustelidae",23500,1
"4997","Hydrictis maculicollis","Mustelidae",4180.53,1
"4998","Lontra provocax","Mustelidae",7499.98,1
"4999","Lontra canadensis","Mustelidae",8087.42,1
"5000","Lontra felina","Mustelidae",30600,1
"5001","Lontra longicaudis","Mustelidae",6554.96,1
"5002","Lutra nippon","Mustelidae",6951.14,0
"5003","Lutra sumatrana","Mustelidae",5500,1
"5004","Lutra lutra","Mustelidae",8785.14,1
"5005","Lutrogale perspicillata","Mustelidae",9483.33,1
