"","Scientific","MSWFamilyLatin","BodyMass.Value","BodyMass.SpecLevel"
"3418","Suncus zeylanicus","Soricidae",29.8,1
"3419","Suncus remyi","Soricidae",1.75,1
"3420","Suncus aequatorius","Soricidae",7.15,0
"3421","Suncus dayi","Soricidae",9.43,1
"3422","Suncus ater","Soricidae",11.1,1
"3423","Suncus madagascariensis","Soricidae",3.5,1
"3424","Diplomesodon pulchellum","Soricidae",11,1
"3425","Feroculus feroculus","Soricidae",36,1
"3426","Paracrocidura graueri","Soricidae",11.68,2
"3427","Paracrocidura maxima","Soricidae",11.68,2
"3428","Paracrocidura schoutedeni","Soricidae",13,1
"3429","Ruwenzorisorex suncoides","Soricidae",18.2,1
"3430","Scutisorex somereni","Soricidae",91.5,1
"3431","Sylvisorex konganensis","Soricidae",5.15,1
"3432","Sylvisorex isabellae","Soricidae",9.99,2
"3433","Sylvisorex pluvialis","Soricidae",5.83,0
"3434","Sylvisorex oriundus","Soricidae",9.99,2
"3435","Sylvisorex ollula","Soricidae",13.2,1
"3436","Sylvisorex lunaris","Soricidae",18.5,1
"3437","Sylvisorex johnstoni","Soricidae",3.17,1
"3438","Sylvisorex vulcanorum","Soricidae",3.5,1
"3439","Sylvisorex granti","Soricidae",3.8,1
"3440","Sylvisorex camerunensis","Soricidae",5.83,0
"3441","Sylvisorex howelli","Soricidae",4.32,1
"3442","Sylvisorex morio","Soricidae",9.99,2
"3443","Sorex caecutiens","Soricidae",5.38,1
"3444","Sorex raddei","Soricidae",10,1
"3445","Sorex alpinus","Soricidae",7.8,1
"3446","Sorex minutus","Soricidae",4.5,1
"3447","Sorex maritimensis","Soricidae",6.05,0
"3448","Sorex kozlovi","Soricidae",6.05,0
"3449","Sorex isodon","Soricidae",9.35,1
"3450","Sorex hosonoi","Soricidae",3.25,1
"3451","Sorex granarius","Soricidae",6.28,1
"3452","Sorex gracillimus","Soricidae",5.06,1
"3453","Sorex daphaenodon","Soricidae",6.79,1
"3454","Sorex cylindricauda","Soricidae",6.05,0
"3455","Sorex cansulus","Soricidae",6.05,0
"3456","Sorex buchariensis","Soricidae",4.61,2
"3457","Sorex bedfordiae","Soricidae",6.6,1
"3458","Sorex antinorii","Soricidae",6.05,0
"3459","Sorex araneus","Soricidae",10,1
"3460","Sorex arcticus","Soricidae",8.15,1
"3461","Sorex arunchi","Soricidae",6.05,0
"3462","Sorex asper","Soricidae",7.95,1
"3463","Sorex averini","Soricidae",6.05,0
"3464","Sorex roboratus","Soricidae",9.12,1
"3465","Sorex coronatus","Soricidae",9.6,1
"3466","Sorex satunini","Soricidae",7.47,2
"3467","Sorex sinalis","Soricidae",9.43,1
"3468","Sorex tundrensis","Soricidae",7.73,1
"3469","Sorex shinto","Soricidae",6,1
"3470","Sorex unguiculatus","Soricidae",9.9,1
"3471","Sorex volnuchini","Soricidae",4.61,2
"3472","Sorex yukonicus","Soricidae",6.05,0
"3473","Sorex samniticus","Soricidae",8.25,1
"3474","Sorex excelsus","Soricidae",6.79,2
"3475","Sorex lyelli","Soricidae",5,1
"3476","Sorex jacksoni","Soricidae",3.5,1
"3477","Sorex hoyi","Soricidae",2.58,1
"3478","Sorex tenellus","Soricidae",3.75,1
"3479","Sorex haydeni","Soricidae",3.5,1
"3480","Sorex dispar","Soricidae",5,1
"3481","Sorex macrodon","Soricidae",7,1
"3482","Sorex leucogaster","Soricidae",4.83,2
"3483","Sorex cinereus","Soricidae",4.66,1
"3484","Sorex longirostris","Soricidae",3.58,1
"3485","Sorex vagrans","Soricidae",5.9,1
"3486","Sorex camtschatica","Soricidae",6.05,0
"3487","Sorex bendirii","Soricidae",16.1,1
"3488","Sorex veraepacis","Soricidae",7.5,1
"3489","Sorex bairdi","Soricidae",8.33,1
"3490","Sorex gaspensis","Soricidae",2.89,1
"3491","Sorex fumeus","Soricidae",7.7,1
"3492","Sorex alaskanus","Soricidae",14,1
"3493","Sorex ugyunak","Soricidae",3.6,1
"3494","Sorex palustris","Soricidae",13.45,1
"3495","Sorex pribilofensis","Soricidae",6.05,0
"3496","Sorex preblei","Soricidae",3.1,1
"3497","Sorex sonomae","Soricidae",8.3,1
"3498","Sorex portenkoi","Soricidae",4.83,2
"3499","Sorex pacificus","Soricidae",6.71,1
"3500","Sorex ornatus","Soricidae",4.99,1
"3501","Sorex orizabae","Soricidae",6.05,0
"3502","Sorex oreopolus","Soricidae",7,1
"3503","Sorex milleri","Soricidae",7,1
"3504","Sorex nanus","Soricidae",2.4,1
"3505","Sorex monticolus","Soricidae",5.25,1
"3506","Sorex neomexicanus","Soricidae",6.05,0
"3507","Sorex mirabilis","Soricidae",15,1
"3508","Sorex arizonae","Soricidae",2.4,1
"3509","Sorex saussurei","Soricidae",4.65,1
"3510","Sorex sclateri","Soricidae",7,1
"3511","Sorex ventralis","Soricidae",7,1
"3512","Sorex merriami","Soricidae",5.9,1
"3513","Sorex stizodon","Soricidae",7,1
"3514","Sorex emarginatus","Soricidae",7,1
"3515","Sorex trowbridgii","Soricidae",3.8,1
"3516","Sorex veraecrucis","Soricidae",6.05,0
"3517","Sorex minutissimus","Soricidae",2.51,1
"3518","Sorex planiceps","Soricidae",6.05,0
"3519","Sorex thibetanus","Soricidae",6.05,0
"3520","Anourosorex yamashinai","Soricidae",20,0
"3521","Anourosorex assamensis","Soricidae",20,0
"3522","Anourosorex schmidi","Soricidae",20,0
"3523","Anourosorex squamipes","Soricidae",20,1
"3524","Blarinella quadraticauda","Soricidae",12.5,1
"3525","Blarinella wardi","Soricidae",11.26,2
"3526","Blarinella griselda","Soricidae",12.5,0
"3527","Blarina brevicauda","Soricidae",28,1
"3528","Blarina hylophaga","Soricidae",14.5,1
"3529","Blarina carolinensis","Soricidae",13.5,1
"3530","Blarina peninsulae","Soricidae",17.63,0
"3531","Cryptotis peregrina","Soricidae",7.72,0
"3532","Cryptotis mexicana","Soricidae",7,1
"3533","Cryptotis montivaga","Soricidae",11.3,1
"3534","Cryptotis nelsoni","Soricidae",7.72,0
"3535","Cryptotis nigrescens","Soricidae",7.65,1
"3536","Cryptotis obscura","Soricidae",7.72,0
"3537","Cryptotis merriami","Soricidae",7.72,0
"3538","Cryptotis parva","Soricidae",4.98,1
"3539","Cryptotis medellinia","Soricidae",7.72,0
"3540","Cryptotis peruviensis","Soricidae",7.72,0
"3541","Cryptotis phillipsii","Soricidae",7.72,0
"3542","Cryptotis squamipes","Soricidae",11,1
"3543","Cryptotis tamensis","Soricidae",7.72,0
"3544","Cryptotis orophila","Soricidae",7.72,0
"3545","Cryptotis thomasi","Soricidae",12.6,1
"3546","Cryptotis mera","Soricidae",7.72,0
"3547","Cryptotis mayensis","Soricidae",5,1
"3548","Cryptotis magna","Soricidae",7,1
"3549","Cryptotis hondurensis","Soricidae",5,1
"3550","Cryptotis griseoventris","Soricidae",7.72,0
"3551","Cryptotis gracilis","Soricidae",7,1
"3552","Cryptotis goodwini","Soricidae",7,1
"3553","Cryptotis goldmani","Soricidae",8,1
"3554","Cryptotis equatoris","Soricidae",7.72,0
"3555","Cryptotis endersi","Soricidae",8,1
"3556","Cryptotis colombiana","Soricidae",7.72,0
"3557","Cryptotis brachyonyx","Soricidae",7.72,0
"3558","Cryptotis meridensis","Soricidae",11.57,1
"3559","Cryptotis alticola","Soricidae",7.72,0
"3560","Cryptotis tropicalis","Soricidae",7.72,0
"3561","Chimarrogale hantu","Soricidae",55,1
"3562","Chimarrogale himalayica","Soricidae",34.75,1
"3563","Chimarrogale phaeura","Soricidae",31,1
"3564","Chimarrogale platycephalus","Soricidae",36.32,1
"3565","Chimarrogale styani","Soricidae",25.8,1
"3566","Chimarrogale sumatrana","Soricidae",27.89,2
"3567","Chodsigoa parca","Soricidae",5.49,0
"3568","Chodsigoa sodalis","Soricidae",5.49,0
"3569","Chodsigoa smithii","Soricidae",5.49,0
"3570","Chodsigoa parva","Soricidae",5.49,0
"3571","Chodsigoa lamula","Soricidae",5.49,0
"3572","Chodsigoa hypsibia","Soricidae",5.49,0
"3573","Chodsigoa caovansunga","Soricidae",5.49,0
"3574","Chodsigoa salenskii","Soricidae",5.49,1
"3575","Episoriculus caudatus","Soricidae",6.95,0
"3576","Episoriculus fumidus","Soricidae",6.95,1
"3577","Episoriculus leucops","Soricidae",6.95,0
"3578","Episoriculus macrurus","Soricidae",6.95,0
"3579","Nectogale elegans","Soricidae",32.5,1
"3580","Neomys teres","Soricidae",15.13,0
"3581","Neomys fodiens","Soricidae",14.3,1
"3582","Neomys anomalus","Soricidae",16,1
"3583","Nesiotites hidalgo","Soricidae",9.05,0
"3584","Nesiotites similis","Soricidae",9.05,0
"3585","Soriculus nigrescens","Soricidae",14,1
"3586","Megasorex gigas","Soricidae",20,1
"3587","Notiosorex cockrumi","Soricidae",4.82,0
"3588","Notiosorex evotis","Soricidae",5.28,1
"3589","Notiosorex crawfordi","Soricidae",4.39,1
"3590","Notiosorex villai","Soricidae",4.82,0
"3591","Congosorex polli","Soricidae",10.3,2
"3592","Congosorex verheyeni","Soricidae",9.05,0
"3593","Myosorex longicaudatus","Soricidae",12.98,1
"3594","Myosorex kihaulei","Soricidae",12.1,0
"3595","Myosorex eisentrauti","Soricidae",10.35,2
"3596","Myosorex cafer","Soricidae",13.4,1
"3597","Myosorex blarina","Soricidae",10.35,2
"3598","Myosorex okuensis","Soricidae",10.35,2
"3599","Myosorex babaulti","Soricidae",10.35,2
"3600","Myosorex schalleri","Soricidae",10.35,2
"3601","Myosorex sclateri","Soricidae",10.35,2
"3602","Myosorex tenuis","Soricidae",10.35,2
"3603","Myosorex varius","Soricidae",13.2,1
"3604","Myosorex zinki","Soricidae",12.1,0
"3605","Myosorex geata","Soricidae",9.35,1
"3606","Myosorex rumpii","Soricidae",10.35,2
"3607","Surdisorex norae","Soricidae",9,1
"3608","Surdisorex polulus","Soricidae",9,1
"3609","Condylura cristata","Talpidae",84,1
"3610","Parascalops breweri","Talpidae",51,1
"3611","Scalopus aquaticus","Talpidae",91.26,1
"3612","Scapanulus oweni","Talpidae",36.64,1
"3613","Scapanus latimanus","Talpidae",55,1
"3614","Scapanus orarius","Talpidae",61.2,1
"3615","Scapanus townsendii","Talpidae",141.7,1
"3616","Desmana moschata","Talpidae",383,1
"3617","Galemys pyrenaicus","Talpidae",60.17,1
"3618","Neurotrichus gibbsii","Talpidae",8.9,1
"3619","Scaptonyx fusicaudus","Talpidae",19.41,1
"3620","Euroscaptor longirostris","Talpidae",59.57,2
"3621","Euroscaptor parvidens","Talpidae",59.57,2
"3622","Euroscaptor micrura","Talpidae",60.47,1
"3623","Euroscaptor grandis","Talpidae",59.57,2
"3624","Euroscaptor klossi","Talpidae",59.57,2
"3625","Euroscaptor mizura","Talpidae",35.47,1
"3626","Mogera imaizumii","Talpidae",65.53,1
"3627","Mogera insularis","Talpidae",83.03,2
"3628","Mogera tokudae","Talpidae",129.5,1
"3629","Mogera uchidai","Talpidae",75.85,2
"3630","Mogera wogura","Talpidae",111.5,1
"3631","Parascaptor leucura","Talpidae",45.6,1
"3632","Scaptochirus moschatus","Talpidae",90.51,1
"3633","Talpa altaica","Talpidae",85,1
"3634","Talpa stankovici","Talpidae",71.12,1
"3635","Talpa romana","Talpidae",92.5,1
"3636","Talpa occidentalis","Talpidae",53.5,1
"3637","Talpa levantis","Talpidae",90,1
"3638","Talpa davidiana","Talpidae",80.28,0
"3639","Talpa europaea","Talpidae",77,1
"3640","Talpa caeca","Talpidae",92.5,1
"3641","Talpa caucasica","Talpidae",90,1
"3642","Dymecodon pilirostris","Talpidae",15.46,1
"3643","Urotrichus talpoides","Talpidae",45,1
"3644","Uropsilus investigator","Talpidae",25.53,2
"3645","Uropsilus soricipes","Talpidae",16,1
"3646","Uropsilus andersoni","Talpidae",25.53,2
"3647","Uropsilus gracilis","Talpidae",25.53,2
"3648","Acerodon celebensis","Pteropodidae",390,1
"3649","Acerodon humilis","Pteropodidae",462.47,2
"3650","Acerodon jubatus","Pteropodidae",1075,1
"3651","Acerodon leucotis","Pteropodidae",462.47,2
"3652","Acerodon mackloti","Pteropodidae",470.33,1
"3653","Aethalops aequalis","Pteropodidae",15,0
"3654","Aethalops alecto","Pteropodidae",15,1
"3655","Alionycteris paucidentata","Pteropodidae",16.15,1
"3656","Aproteles bulmerae","Pteropodidae",600,1
"3657","Balionycteris maculata","Pteropodidae",13.36,1
"3658","Casinycteris argynnis","Pteropodidae",29.85,1
"3659","Chironax melanocephalus","Pteropodidae",16.67,1
"3660","Cynopterus nusatenggara","Pteropodidae",36.44,1
"3661","Cynopterus sphinx","Pteropodidae",43.66,1
"3662","Cynopterus titthaecheilus","Pteropodidae",58.33,1
"3663","Cynopterus luzoniensis","Pteropodidae",40.3,0
"3664","Cynopterus brachyotis","Pteropodidae",31.15,1
"3665","Cynopterus horsfieldii","Pteropodidae",56.01,1
"3666","Cynopterus minutus","Pteropodidae",26.45,1
"3667","Dobsonia magna","Pteropodidae",465,1
"3668","Dobsonia viridis","Pteropodidae",238,1
"3669","Dobsonia praedatrix","Pteropodidae",188.68,1
"3670","Dobsonia peronii","Pteropodidae",226.51,1
"3671","Dobsonia pannietensis","Pteropodidae",267.7,1
"3672","Dobsonia anderseni","Pteropodidae",233.99,1
"3673","Dobsonia minor","Pteropodidae",78.23,1
"3674","Dobsonia inermis","Pteropodidae",149.5,1
"3675","Dobsonia exoleta","Pteropodidae",249,1
"3676","Dobsonia emersa","Pteropodidae",195.5,1
"3677","Dobsonia crenulata","Pteropodidae",218.21,1
"3678","Dobsonia chapmani","Pteropodidae",216.03,0
"3679","Dobsonia beauforti","Pteropodidae",159.01,1
"3680","Dobsonia moluccensis","Pteropodidae",381.44,1
"3681","Dyacopterus brooksi","Pteropodidae",78,0
"3682","Dyacopterus spadiceus","Pteropodidae",78,1
"3683","Eidolon dupreanum","Pteropodidae",283.75,1
"3684","Eidolon helvum","Pteropodidae",253.31,1
"3685","Eonycteris spelaea","Pteropodidae",58.1,1
"3686","Eonycteris robusta","Pteropodidae",78.36,1
"3687","Eonycteris major","Pteropodidae",72.75,1
"3688","Epomophorus angolensis","Pteropodidae",68.15,2
"3689","Epomophorus crypturus","Pteropodidae",95.04,1
"3690","Epomophorus gambianus","Pteropodidae",128.87,1
"3691","Epomophorus grandis","Pteropodidae",48.58,1
"3692","Epomophorus labiatus","Pteropodidae",62.95,1
"3693","Epomophorus minimus","Pteropodidae",68.15,2
"3694","Epomophorus minor","Pteropodidae",44.76,1
"3695","Epomophorus wahlbergi","Pteropodidae",91.58,1
"3696","Epomops dobsonii","Pteropodidae",122.08,1
"3697","Epomops franqueti","Pteropodidae",118.93,1
"3698","Epomops buettikoferi","Pteropodidae",133.84,1
"3699","Pteropus keyensis","Pteropodidae",361.25,0
"3700","Pteropus gilliardorum","Pteropodidae",406.94,1
"3701","Pteropus griseus","Pteropodidae",269,1
"3702","Pteropus howensis","Pteropodidae",232.93,1
"3703","Pteropus hypomelanus","Pteropodidae",428.14,1
"3704","Pteropus cognatus","Pteropodidae",361.25,0
"3705","Pteropus intermedius","Pteropodidae",361.25,0
"3706","Pteropus faunulus","Pteropodidae",344.76,2
"3707","Pteropus leucopterus","Pteropodidae",340,1
"3708","Pteropus livingstonii","Pteropodidae",734.27,1
"3709","Pteropus lombocensis","Pteropodidae",250.3,1
"3710","Pteropus loochoensis","Pteropodidae",361.25,0
"3711","Pteropus lylei","Pteropodidae",316.67,1
"3712","Pteropus macrotis","Pteropodidae",357,1
"3713","Pteropus insularis","Pteropodidae",282.86,2
"3714","Pteropus fundatus","Pteropodidae",205.65,1
"3715","Pteropus alecto","Pteropodidae",643.57,1
"3716","Pteropus dasymallus","Pteropodidae",435,1
"3717","Pteropus conspicillatus","Pteropodidae",775.7,1
"3718","Pteropus mahaganus","Pteropodidae",251.4,1
"3719","Pteropus temminckii","Pteropodidae",361.25,0
"3720","Pteropus chrysoproctus","Pteropodidae",710,1
"3721","Pteropus capistratus","Pteropodidae",247.5,1
"3722","Pteropus aldabrensis","Pteropodidae",305,1
"3723","Pteropus caniceps","Pteropodidae",505,1
"3724","Pteropus brunneus","Pteropodidae",200,1
"3725","Pteropus banakrisi","Pteropodidae",225,1
"3726","Pteropus aruensis","Pteropodidae",361.25,0
"3727","Pteropus anetianus","Pteropodidae",426,1
"3728","Pteropus giganteus","Pteropodidae",804.17,1
"3729","Pteropus pselaphon","Pteropodidae",282.86,2
"3730","Pteropus ualanus","Pteropodidae",361.25,0
"3731","Pteropus tuberculatus","Pteropodidae",282.86,2
"3732","Pteropus tonganus","Pteropodidae",418.33,1
"3733","Pteropus tokudae","Pteropodidae",152,1
"3734","Pteropus voeltzkowi","Pteropodidae",527.5,1
"3735","Pteropus admiralitatum","Pteropodidae",299.9,1
"3736","Pteropus subniger","Pteropodidae",361.25,0
"3737","Pteropus seychellensis","Pteropodidae",457,1
"3738","Pteropus scapulatus","Pteropodidae",405.96,1
"3739","Pteropus samoensis","Pteropodidae",310,1
"3740","Pteropus rufus","Pteropodidae",361,1
"3741","Pteropus rodricensis","Pteropodidae",253.83,1
"3742","Pteropus rennelli","Pteropodidae",361.25,0
"3743","Pteropus speciosus","Pteropodidae",344.76,2
"3744","Pteropus ornatus","Pteropodidae",330,1
"3745","Pteropus melanopogon","Pteropodidae",860,1
"3746","Pteropus melanotus","Pteropodidae",344.76,2
"3747","Pteropus molossinus","Pteropodidae",284.21,2
"3748","Pteropus neohibernicus","Pteropodidae",966.79,1
"3749","Pteropus niger","Pteropodidae",456.25,1
"3750","Pteropus rayneri","Pteropodidae",724.5,1
"3751","Pteropus ocularis","Pteropodidae",220,1
"3752","Pteropus pumilus","Pteropodidae",183.35,1
"3753","Pteropus pelewensis","Pteropodidae",361.25,0
"3754","Pteropus personatus","Pteropodidae",127.5,1
"3755","Pteropus pilosus","Pteropodidae",361.25,0
"3756","Pteropus pohlei","Pteropodidae",343,1
"3757","Pteropus poliocephalus","Pteropodidae",749.91,1
"3758","Pteropus mariannus","Pteropodidae",453.5,1
"3759","Pteropus nitendiensis","Pteropodidae",265,1
"3760","Pteropus woodfordi","Pteropodidae",119.33,1
"3761","Pteropus vampyrus","Pteropodidae",935.88,1
"3762","Pteropus vetulus","Pteropodidae",148,1
"3763","Pteropus yapensis","Pteropodidae",361.25,0
"3764","Rousettus spinalatus","Pteropodidae",90.75,1
"3765","Rousettus obliviosus","Pteropodidae",44.1,1
"3766","Rousettus linduensis","Pteropodidae",77.74,0
"3767","Rousettus leschenaultii","Pteropodidae",84.88,1
"3768","Rousettus celebensis","Pteropodidae",56.3,1
"3769","Rousettus amplexicaudatus","Pteropodidae",82.47,1
"3770","Rousettus aegyptiacus","Pteropodidae",132.24,1
"3771","Rousettus bidens","Pteropodidae",62.39,2
"3772","Rousettus lanosus","Pteropodidae",103,1
"3773","Rousettus madagascariensis","Pteropodidae",62.1,1
"3774","Haplonycteris fischeri","Pteropodidae",17.96,1
"3775","Harpyionycteris celebensis","Pteropodidae",104,1
"3776","Harpyionycteris whiteheadi","Pteropodidae",110.5,1
"3777","Hypsignathus monstrosus","Pteropodidae",335.08,1
"3778","Latidens salimalii","Pteropodidae",44,2
"3779","Lissonycteris angolensis","Pteropodidae",68.31,1
"3780","Macroglossus minimus","Pteropodidae",16.37,1
"3781","Macroglossus sobrinus","Pteropodidae",22.13,1
"3782","Megaerops kusnotoi","Pteropodidae",35.94,2
"3783","Megaerops niphanae","Pteropodidae",32.6,1
"3784","Megaerops wetmorei","Pteropodidae",18.5,1
"3785","Megaerops ecaudatus","Pteropodidae",24.67,1
"3786","Megaloglossus woermanni","Pteropodidae",15.66,1
"3787","Melonycteris melanops","Pteropodidae",49.04,1
"3788","Melonycteris woodfordi","Pteropodidae",36.88,1
"3789","Melonycteris fardoulisi","Pteropodidae",42.53,0
"3790","Micropteropus pusillus","Pteropodidae",26.57,1
"3791","Micropteropus intermedius","Pteropodidae",59.17,2
"3792","Myonycteris relicta","Pteropodidae",52,1
"3793","Myonycteris torquata","Pteropodidae",42.23,1
"3794","Myonycteris brachycephala","Pteropodidae",53.39,2
"3795","Nanonycteris veldkampii","Pteropodidae",21.89,1
"3796","Neopteryx frosti","Pteropodidae",153.86,2
"3797","Notopteris neocaledonica","Pteropodidae",65.14,0
"3798","Notopteris macdonaldi","Pteropodidae",65.14,1
"3799","Nyctimene malaitensis","Pteropodidae",75.39,1
"3800","Nyctimene masalai","Pteropodidae",52.3,1
"3801","Nyctimene minutus","Pteropodidae",45.56,2
"3802","Nyctimene rabori","Pteropodidae",67.5,1
"3803","Nyctimene sanctacrucis","Pteropodidae",51.64,0
"3804","Nyctimene draconilla","Pteropodidae",29,1
"3805","Nyctimene vizcaccia","Pteropodidae",40,1
"3806","Nyctimene robinsoni","Pteropodidae",49.48,1
"3807","Nyctimene keasti","Pteropodidae",51.64,0
"3808","Nyctimene cyclotis","Pteropodidae",48,1
"3809","Nyctimene certans","Pteropodidae",42.1,1
"3810","Nyctimene cephalotes","Pteropodidae",44.47,1
"3811","Nyctimene albiventer","Pteropodidae",29.88,1
"3812","Nyctimene aello","Pteropodidae",84.26,1
"3813","Nyctimene major","Pteropodidae",104.15,1
"3814","Otopteropus cartilagonodus","Pteropodidae",16.75,1
"3815","Paranyctimene raptor","Pteropodidae",24.31,1
"3816","Paranyctimene tenax","Pteropodidae",24.31,0
"3817","Penthetor lucasi","Pteropodidae",38.17,1
"3818","Plerotes anchietae","Pteropodidae",120.64,0
"3819","Ptenochirus jagori","Pteropodidae",77.25,1
"3820","Ptenochirus minor","Pteropodidae",36.25,1
"3821","Pteralopex taki","Pteropodidae",369.06,0
"3822","Pteralopex acrodonta","Pteropodidae",250.5,1
"3823","Pteralopex anceps","Pteropodidae",560.36,1
"3824","Pteralopex atrata","Pteropodidae",472,1
"3825","Pteralopex pulchra","Pteropodidae",280,1
